Protein,OG,TSG,Fusion,Label
2PSQ,0.999292016,0.00067303,3.50E-05,OG
2PVY,0.013544923,0.889530241,0.096924797,TSG
2PWL,0.999967217,3.20E-05,7.40E-07,OG
2PY3,0.988286197,0.011713252,5.67E-07,OG
2PZ5,0.000301612,0.999698341,6.38E-08,TSG
2PZP,0.004948662,0.994968772,8.26E-05,TSG
2PZR,0.000176808,0.999822676,5.32E-07,TSG
2Q0B,0.00013996,0.999851584,8.47E-06,TSG
2Q5X,0.998572648,0.001427368,1.27E-08,OG
2Q5Y,0.000488167,0.999511838,8.45E-09,TSG
2QA7,1.57E-05,0.001531576,0.998452663,Fusion
2RC4,0.972689748,0.027283501,2.67E-05,OG
2V7A,1,1.78E-09,2.30E-12,OG
2W1I,0.994227052,0.005772545,3.87E-07,OG
2W3L,0.999992073,7.29E-06,6.11E-07,OG
2W5Y,0.054599006,0.722504377,0.222896606,TSG
2W5Z,0.897597969,0.093277514,0.009124535,OG
2W96,0.885580897,0.114390932,2.82E-05,OG
2W99,0.999994993,4.95E-06,5.51E-08,OG
2W9F,0.999977469,1.41E-05,8.38E-06,OG
2W9Z,0.998075962,0.001924024,4.68E-09,OG
2WAX,0.999964118,5.84E-06,3.00E-05,OG
2WAY,0.99999547,3.53E-06,9.70E-07,OG
2X2K,0.999527693,0.00015209,0.000320244,OG
2X2L,0.967674434,2.90E-08,0.032325555,OG
2X2M,0.999981046,1.78E-05,1.17E-06,OG
2X2U,0.99999392,6.00E-06,4.90E-08,OG
2XA0,0.991288066,0.008709794,2.13E-06,OG
2XA4,0.999997139,2.89E-06,1.21E-09,OG
2XB7,0.999876559,0.00012192,1.54E-06,OG
2XBA,0.999997556,2.44E-06,1.75E-08,OG
2XIX,0.999867141,0.000132786,9.85E-08,OG
2XIY,0.996891856,0.003084611,2.35E-05,OG
2XIZ,0.995801628,0.00418178,1.66E-05,OG
2XJ0,0.82053864,0.179447651,1.37E-05,OG
2XJ1,0.999658227,0.000341575,1.70E-07,OG
2XJ2,0.99996686,3.10E-05,2.16E-06,OG
2XJY,0.99881804,0.001179945,2.01E-06,OG
2XJZ,0.175323427,0.824675441,1.16E-06,TSG
2XP2,0.999827445,0.000172525,5.53E-08,OG
2XYN,0.16868116,0.622602642,0.208716199,TSG
2YEL,0.98120755,0.018776599,1.59E-05,OG
2YEM,0.998663425,0.001336558,2.48E-08,OG
2YFX,0.973410368,0.026349856,0.000239801,OG
2YHV,0.985778093,0.013946932,0.000274958,OG
2YJR,1,1.67E-08,4.24E-10,OG
2YJS,0.845457137,0.154514357,2.85E-05,OG
2YPA,8.49E-06,0.999991477,1.76E-08,TSG
2YPR,0.015282958,0.153719872,0.830997169,Fusion
2Z6H,0.999999404,5.78E-07,9.03E-11,OG
2ZM1,0.999966919,2.85E-05,4.64E-06,OG
2ZM4,0.999967039,1.01E-05,2.29E-05,OG
2ZYB,0.999982297,4.35E-07,1.73E-05,OG
3A99,0.811227679,0.188520968,0.000251342,OG
3A9E,0.982135713,0.017864257,3.66E-10,OG
3AC1,0.999973655,2.59E-05,3.99E-07,OG
3AC2,0.998231947,1.71E-05,0.001750961,OG
3AC3,1,9.36E-12,4.03E-10,OG
3AC4,0.999999106,5.36E-07,3.33E-07,OG
3AC5,0.999997437,2.51E-06,7.91E-08,OG
3AC8,0.865438879,0.000549967,0.134011164,OG
3ACJ,0.999989271,1.46E-08,1.07E-05,OG
3ACK,0.999998391,3.63E-07,1.27E-06,OG
3AD4,0.999985933,1.41E-05,1.66E-08,OG
3AD5,0.999999881,7.18E-08,4.77E-08,OG
3AD6,0.999994814,1.40E-06,3.81E-06,OG
3AOX,1,3.83E-10,3.59E-13,OG
3B2T,0.999999881,1.23E-07,7.69E-09,OG
3B2W,0.995929837,0.00407012,3.41E-08,OG
3B4V,0.000103109,0.970140278,0.029756639,TSG
3BDL,6.54E-06,0.999993384,8.64E-08,TSG
3BE1,0.006980216,0.993006349,1.34E-05,TSG
3BFO,0.000565374,0.041316725,0.958117902,Fusion
3BGP,0.995761216,0.004191002,4.78E-05,OG
3BGQ,0.962573647,0.037426259,8.96E-08,OG
3BGZ,0.981604517,0.018395152,3.33E-07,OG
3BIM,0.007352563,0.986219227,0.006428232,TSG
3BWF,0.064259127,0.935709238,3.16E-05,TSG
3BYM,1,7.83E-13,3.02E-10,OG
3BYO,1,7.63E-12,4.19E-12,OG
3BYS,1,1.22E-08,5.74E-09,OG
3BYU,0.999997377,1.87E-06,7.46E-07,OG
3C4C,1,9.93E-11,4.20E-12,OG
3C4E,0.72334528,0.241158515,0.035496194,OG
3C4F,0.035441514,0.963533044,0.001025444,TSG
3CAF,0.999899387,9.70E-05,3.58E-06,OG
3CLY,0.995900154,0.003180255,0.000919605,OG
3CS9,0.01129897,0.988697767,3.28E-06,TSG
3CU1,0.009571724,0.989060342,0.001367926,TSG
3CXW,1,1.95E-08,8.51E-10,OG
3CY2,0.999999404,6.12E-07,7.55E-10,OG
3CY3,0.999998331,1.68E-06,1.79E-08,OG
3D4Q,0.999860585,0.00013911,3.15E-07,OG
3DAR,0.417592525,0.582331419,7.61E-05,TSG
3DCV,0.999949634,5.04E-05,9.79E-10,OG
3E4U,0.85925895,0.122165442,0.018575618,OG
3E62,0.999996603,2.57E-06,8.09E-07,OG
3E63,0.999992847,1.41E-06,5.75E-06,OG
3E64,1,6.77E-09,3.02E-12,OG
3EMG,0.280959338,0.048859291,0.670181394,Fusion
3EUU,0.758105934,0.241700202,0.000193887,OG
3F2A,0.983537376,0.016462639,3.73E-13,OG
3F9K,0.962378919,0.033028722,0.004592353,OG
3FE2,0.998903215,0.001067632,2.92E-05,OG
3FQE,0.999999821,3.57E-08,1.15E-07,OG
3FQH,0.99999994,6.02E-08,1.94E-10,OG
3FQS,1,2.25E-08,2.78E-09,OG
3FUP,1,5.65E-10,1.65E-12,OG
3G33,0.999999762,2.10E-07,2.81E-08,OG
3GQI,0.000944513,0.999055266,2.03E-07,TSG
3GQL,1.23E-05,0.999987721,3.01E-09,TSG
3GVU,0.031447824,0.968552172,1.11E-09,TSG
3H3B,1.96E-05,0.99998033,1.05E-07,TSG
3HMI,0.999993503,6.21E-06,3.16E-07,OG
3HPG,0.40972203,0.590265632,1.24E-05,TSG
3HPH,0.894445121,0.105473407,8.15E-05,OG
3I00,0.9997558,0.000156617,8.76E-05,OG
3IDP,0.999984503,1.55E-05,1.44E-08,OG
3II5,0.999774694,0.000225055,2.46E-07,OG
3IO7,1,3.27E-11,1.21E-10,OG
3IOK,1,1.90E-13,5.18E-12,OG
3JPV,0.996973455,0.001161914,0.001864648,OG
3JS2,0.985354722,0.014459303,0.000185986,OG
3JXW,0.985820532,0.011686758,0.00249269,OG
3JY0,0.988481283,0.011508842,9.86E-06,OG
3JY9,1,1.95E-13,2.44E-09,OG
3JYA,0.966181993,0.032398328,0.001419704,OG
3K0W,0.998166621,0.001833344,4.82E-08,OG
3K2M,0.927463651,0.072527841,8.50E-06,OG
3KCK,1,2.86E-11,1.11E-09,OG
3KMM,1,1.49E-14,4.80E-12,OG
3KMR,1.98E-05,0.999979138,1.12E-06,TSG
3KMZ,0.836744428,3.34E-07,0.16325523,OG
3KRR,1,4.49E-11,2.60E-15,OG
3KXX,0.005369025,0.737442791,0.257188201,TSG
3KXZ,0.999965191,3.44E-05,3.50E-07,OG
3KY2,0.999993742,6.17E-06,5.81E-08,OG
3L9P,1,1.32E-11,9.66E-16,OG
3LBZ,0.023416705,0.976582468,8.17E-07,TSG
3LCK,1,6.08E-11,1.86E-11,OG
3LCS,1,4.09E-10,2.92E-16,OG
3LCT,0.999999285,7.04E-07,1.81E-08,OG
3LPB,0.999849081,0.000143614,7.28E-06,OG
3LQH,0.993956029,0.005741668,0.000302297,OG
3LQI,0.999381721,0.00061827,9.09E-09,OG
3LQJ,0.994989097,0.004877321,0.000133595,OG
3MA3,0.59341687,0.406581849,1.25E-06,OG
3MJG,2.04E-05,0.999854207,0.000125343,TSG
3MPM,0.999969125,2.45E-05,6.37E-06,OG
3MXF,0.005689897,0.987984359,0.006325718,TSG
3MZW,0.499910623,0.499018461,0.001070883,OG
3N85,0.999942422,2.94E-07,5.73E-05,OG
3NUP,0.903163791,0.018649491,0.07818675,OG
3NUX,0.95613879,0.04381381,4.74E-05,OG
3NY5,0.751151323,0.248835132,1.35E-05,OG
3OG7,0.999999464,8.43E-08,4.62E-07,OG
3OJ2,0.202262148,0.797710896,2.69E-05,TSG
3OJM,0.00040635,0.999593616,1.29E-08,TSG
3OJV,0.999996245,3.72E-06,2.39E-08,OG
3OMC,0.999889135,0.000110854,2.12E-08,OG
3OMG,0.999719083,0.0002668,1.41E-05,OG
3OMV,0.999986112,1.18E-05,2.09E-06,OG
3P5O,4.32E-05,0.999956787,2.56E-10,TSG
3PP0,0.999656796,0.000343227,6.31E-09,OG
3PPJ,0.997605622,0.002389147,5.21E-06,OG
3PPK,0.993556261,0.006440532,3.23E-06,OG
3PRF,0.223260954,0.776717603,2.15E-05,TSG
3PRI,0.001414618,0.99858433,1.07E-06,TSG
3PSB,6.90E-05,0.999930918,1.76E-08,TSG
3PSD,0.999962986,2.50E-05,1.20E-05,OG
3PYY,1,3.09E-09,1.85E-09,OG
3Q32,0.998220742,2.24E-06,0.001776994,OG
3Q4C,0.983731925,0.01626805,3.99E-09,OG
3Q96,0.445268244,0.037231654,0.517500103,Fusion
3QF9,0.999997735,2.29E-06,1.43E-09,OG
3QRF,0.223568812,0.776399255,3.19E-05,TSG
3QRI,0.999436259,0.000470446,9.33E-05,OG
3QRJ,0.999987245,1.28E-05,4.97E-09,OG
3QRK,0.999744534,0.000255389,5.06E-08,OG
3R00,0.33974278,0.660052717,0.000204477,TSG
3R01,0.856886029,0.132759124,0.010354827,OG
3R02,0.999991834,8.18E-06,2.97E-09,OG
3R04,0.297545493,0.702403128,5.14E-05,TSG
3RCD,0.521553576,0.438047349,0.040399056,OG
3RHX,0.825715363,0.1736871,0.000597539,OG
3RI1,0.874333918,0.124576986,0.001089112,OG
3RVG,0.997538507,0.000144304,0.002317165,OG
3S91,0.01241306,0.972965002,0.014621947,TSG
3S92,0.000407818,0.999590397,1.77E-06,TSG
3SEK,0.983027339,0.016950833,2.19E-05,OG
3SKC,1,4.51E-12,1.29E-11,OG
3SL9,0.001106028,0.998893082,8.81E-07,TSG
3SLA,0.988893569,0.011103192,3.24E-06,OG
3SRV,0.999998331,1.66E-06,2.18E-08,OG
3SVF,0.269602537,0.728036106,0.002361365,TSG
3SVG,0.85861975,0.140233457,0.001146757,OG
3T04,0.999998569,1.43E-06,1.54E-11,OG
3T9I,0.679582894,0.32041505,2.04E-06,OG
3TJC,0.641422868,0.358566612,1.05E-05,OG
3TJD,0.210495114,0.789286554,0.000218339,TSG
3TT0,0.999911189,8.88E-05,1.93E-09,OG
3TUB,0.075803556,0.924194455,1.99E-06,TSG
3TUC,0.999997914,1.78E-06,2.92E-07,OG
3TUD,0.99968636,0.000313425,2.15E-07,OG
3TV4,1,5.36E-19,3.71E-16,OG
3TV6,1,2.11E-13,1.16E-12,OG
3TX7,0.999959528,2.36E-05,1.69E-05,OG
3U5J,0.999372363,0.000619083,8.57E-06,OG
3U5K,8.67E-08,0.999996126,3.77E-06,TSG
3U5L,0.957573831,0.042414714,1.15E-05,OG
3U88,0.002312538,0.997641563,4.59E-05,TSG
3UE4,0.002749451,0.997198522,5.20E-05,TSG
3UGC,0.9999578,4.21E-05,1.22E-07,OG
3UIX,0.030005936,0.969796598,0.000197494,TSG
3UMW,0.999998868,2.01E-07,9.41E-07,OG
3UMX,0.955732465,8.43E-06,0.044259097,OG
3UO8,0.071127854,0.928831816,4.03E-05,TSG
3UOA,0.011919492,0.986804426,0.001276091,TSG
3UVW,0.999987483,7.06E-06,5.47E-06,OG
3UVX,0.994139016,0.005082294,0.000778676,OG
3UVY,0.000983341,0.998985171,3.15E-05,TSG
3UW9,0.999074817,0.000925117,6.30E-08,OG
3UYO,0.99990207,9.79E-05,1.32E-08,OG
3V43,0.990718842,0.009263586,1.76E-05,OG
3V4O,0.085526496,0.91436106,0.000112427,TSG
3V55,9.77E-09,1,5.99E-13,TSG
3V5Q,0.999998331,1.61E-06,5.28E-08,OG
3VBQ,0.99998945,2.54E-06,8.03E-06,OG
3VBT,0.999958575,4.08E-05,6.60E-07,OG
3VBV,0.992660761,7.50E-05,0.007264273,OG
3VBW,0.052904233,5.42E-07,0.947095215,Fusion
3VBX,0.999997735,2.27E-06,5.14E-10,OG
3VBY,0.998277068,0.001606146,0.000116791,OG
3VC4,0.04310032,0.956895828,3.85E-06,TSG
3VF8,0.99999994,5.09E-08,7.16E-12,OG
3VF9,0.989845693,0.010154334,1.59E-11,OG
3WE8,0.967096746,0.032903273,1.07E-10,OG
3WJJ,0.742564559,0.030213406,0.22722204,OG
3WJL,0.999756753,9.64E-05,0.000146784,OG
3WLW,0.018868137,0.977185726,0.003946121,TSG
3WSQ,0.998809993,0.001178464,1.16E-05,OG
3ZBF,1,2.95E-10,5.28E-13,OG
3ZMM,0.876573563,0.123425618,8.38E-07,OG
3ZP5,0.394230396,0.530051529,0.07571806,TSG
3ZYU,0.999988794,1.09E-06,1.01E-05,OG
4A4D,0.064749278,6.91E-08,0.93525064,Fusion
4A7C,0.998416543,0.001069592,0.000513885,OG
4A9L,0.221055865,0.77894336,7.71E-07,TSG
4ALU,0.086291276,0.866047859,0.047660854,TSG
4ALV,0.301720172,0.698279798,1.69E-11,TSG
4ALW,0.191588446,0.807795882,0.000615662,TSG
4ANL,0.981947541,0.018052053,4.21E-07,OG
4ANQ,0.999971211,2.87E-05,7.56E-08,OG
4ANS,0.999215186,0.000783325,1.51E-06,OG
4AQC,0.996602237,0.003397544,1.95E-07,OG
4AS0,0.994348347,0.001327771,0.004323905,OG
4AUA,0.024273312,0.975702643,2.40E-05,TSG
4AVP,0.040983584,0.958995879,2.05E-05,TSG
4BBE,0.007328422,0.000447596,0.992223978,Fusion
4BBF,0.165151626,0.831452191,0.003396174,TSG
4BJX,0.158451304,0.841528416,2.03E-05,TSG
4BNC,0.002040733,0.997281671,0.000677598,TSG
4BW1,0.003288371,0.996552944,0.000158706,TSG
4BW2,0.269416213,0.730574965,8.83E-06,TSG
4BW3,0.219554946,0.779672682,0.000772382,TSG
4BW4,0.326256216,0.634260952,0.039482854,TSG
4BZN,0.810504675,0.189474627,2.07E-05,OG
4BZO,0.966740966,0.033255871,3.13E-06,OG
4C3F,0.998082697,0.001916809,4.91E-07,OG
4C61,0.030703617,0.95979315,0.009503216,TSG
4C62,0.031960715,0.447797,0.520242274,Fusion
4C66,0.001530895,0.998454213,1.49E-05,TSG
4C67,0.75894171,0.240901992,0.000156296,OG
4CCB,0.999996543,3.31E-06,1.47E-07,OG
4CCU,0.999845207,0.000153557,1.23E-06,OG
4CD0,0.999963403,3.66E-05,8.72E-10,OG
4CFK,0.022581514,0.977418482,3.81E-10,TSG
4CFL,8.22E-05,0.999917805,2.86E-10,TSG
4CKI,0.998046637,1.08E-06,0.001952284,OG
4CKJ,0.982044578,2.83E-05,0.017927174,OG
4CL9,0.003960838,0.996039152,3.24E-09,TSG
4CLB,0.994019449,0.005953029,2.75E-05,OG
4CLI,0.999105036,0.000894937,4.76E-08,OG
4CLJ,0.999996126,3.86E-06,6.01E-09,OG
4CMO,0.999694049,0.000305902,7.49E-08,OG
4CMT,0.99998033,1.96E-05,1.37E-08,OG
4CMU,0.999992371,7.62E-06,1.01E-08,OG
4CNH,0.999999702,1.95E-08,2.73E-07,OG
4CO8,0.183809787,0.814796269,0.001393933,TSG
4CP3,0.011053346,0.988928914,1.78E-05,TSG
4CQE,0.999995589,1.05E-06,3.37E-06,OG
4CRW,0.032647412,0.967342079,1.05E-05,TSG
4CT4,9.37E-05,0.999783337,0.000122952,TSG
4CT5,0.411328256,0.58866024,1.15E-05,TSG
4CTB,0.999626696,0.000372656,6.51E-07,OG
4CTC,0.556952953,0.442646235,0.000400838,OG
4D0W,0.997959137,0.001974402,6.65E-05,OG
4D0X,0.999772012,0.000217424,1.06E-05,OG
4D1S,0.998867631,0.000983869,0.000148486,OG
4D8K,0.998782158,0.001217844,4.81E-09,OG
4DBN,0.968712986,0.031203082,8.39E-05,OG
4DCE,0.99778986,0.002207278,2.87E-06,OG
4DFL,0.999999881,5.17E-08,6.17E-08,OG
4DFN,0.992260754,0.004538786,0.003200476,OG
4DJS,0.948052943,0.0487554,0.003191685,OG
4DON,0.943354785,0.028493114,0.02815209,OG
4DQM,0.033540506,0.93781054,0.028648963,TSG
4DTK,0.059137844,0.940499902,0.000362277,TSG
4E26,0.999999881,1.03E-07,1.81E-09,OG
4E4M,0.00036089,0.451844543,0.547794521,Fusion
4E4X,1,7.41E-11,1.31E-11,OG
4E6D,0.999999881,1.01E-08,8.90E-08,OG
4E6Q,0.933313191,0.045821205,0.020865614,OG
4E96,0.006853054,0.703597605,0.289549291,TSG
4EHE,1,1.35E-10,7.37E-11,OG
4EHG,0.999461591,0.000538361,2.11E-08,OG
4EIH,0.567396104,0.432569921,3.40E-05,OG
4ENX,0.97199887,0.022634581,0.005366573,OG
4ENY,0.99999088,8.61E-06,5.02E-07,OG
4EY0,0.915792346,0.083812073,0.000395604,OG
4EZ5,0.000529996,0.999469995,3.16E-08,TSG
4F08,0.997727931,0.000712688,0.001559395,OG
4F09,0.717934072,0.016913369,0.265152603,OG
4F3I,0.00038659,0.999613166,2.42E-07,TSG
4F4P,0.96772182,0.032251738,2.65E-05,OG
4F63,0.999291241,0.000704582,4.19E-06,OG
4F64,0.999999106,2.42E-07,6.65E-07,OG
4F65,0.999358237,1.93E-05,0.000622476,OG
4FBN,0.999963999,2.56E-05,1.04E-05,OG
4FC0,0.999994695,5.13E-06,1.62E-07,OG
4FK3,0.999990284,7.78E-08,9.62E-06,OG
4FL1,0.999966443,8.55E-06,2.50E-05,OG
4FL2,0.999828994,0.000166,4.99E-06,OG
4FL3,0.235655442,0.764344394,1.72E-07,TSG
4FNW,1,4.26E-10,5.05E-12,OG
4FNX,0.999999821,1.56E-07,6.50E-09,OG
4FNY,1,4.68E-13,2.77E-14,OG
4FNZ,1,6.50E-10,1.08E-10,OG
4FOB,1,1.53E-08,3.58E-10,OG
4FOC,1,3.86E-09,2.81E-10,OG
4FOD,1,4.09E-15,6.96E-18,OG
4FU6,0.834670842,0.16529119,3.80E-05,OG
4FVP,0.999881268,0.000118714,9.70E-10,OG
4FVQ,0.998831272,0.001168543,1.98E-07,OG
4FVR,0.987195611,0.011877161,0.0009272,OG
4FYN,0.999998748,6.91E-07,5.66E-07,OG
4FYO,0.999999225,7.50E-07,2.03E-08,OG
4FZ6,0.999869347,7.03E-05,6.03E-05,OG
4FZ7,1,3.90E-09,2.21E-08,OG
4G9C,0.99996835,2.55E-05,6.12E-06,OG
4G9R,0.99994272,5.68E-05,5.29E-07,OG
4GFG,0.999854028,6.00E-05,8.60E-05,OG
4GFM,0.999988437,1.14E-05,1.47E-07,OG
4GMY,7.68E-08,0.99999994,4.18E-11,TSG
4GND,0.330981433,0.668955803,6.28E-05,TSG
4GNE,0.417696655,0.582270324,3.30E-05,TSG
4GNF,1.00E-04,0.999900043,7.66E-09,TSG
4GNG,0.020771777,0.979182422,4.58E-05,TSG
4GPJ,0.020885926,0.97911346,6.24E-07,TSG
4GW8,0.999487698,0.000166942,0.000345389,OG
4H58,0.001106199,0.998893738,3.58E-08,TSG
4HBV,6.61E-05,0.999848068,8.58E-05,TSG
4HBW,0.00264453,0.961290181,0.036065307,TSG
4HBX,0.999239147,0.000752145,8.70E-06,OG
4HBY,0.999576151,0.000378202,4.57E-05,OG
4HGE,0.999487102,0.000512231,6.47E-07,OG
4HQU,0.992187679,0.007397375,0.000414937,OG
4HQX,0.99996835,2.09E-05,1.07E-05,OG
4HRL,0.887390316,0.112536564,7.31E-05,OG
