Protein,OG,TSG,Fusion,Label
2XKW,0.206830412,0.012173608,0.780995965,Fusion
2XZG,0.578679085,0.116157673,0.305163234,OG
2YFE,0.180018276,0.009229676,0.810752034,Fusion
2YGN,0.01939512,0.292898923,0.687705934,Fusion
2YGO,0.69260031,0.15100795,0.156391725,OG
2YGP,0.911660552,0.00807118,0.080268294,OG
2YGQ,0.989361107,0.010496203,0.000142667,OG
2ZK0,0.000282629,0.999717176,2.17E-07,TSG
2ZK1,0.412102252,0.587459922,0.000437842,TSG
2ZK2,0.037132073,0.962604761,0.000263186,TSG
2ZK3,0.602166533,0.39065066,0.007182826,OG
2ZK4,0.956015885,0.040946811,0.003037301,OG
2ZK5,0.991216063,0.008782783,1.15E-06,OG
2ZK6,0.733730257,0.264152825,0.002116909,OG
2ZNO,0.470636159,0.529338956,2.49E-05,TSG
2ZVT,0.918123066,0.077455468,0.004421457,OG
3ADS,0.946756005,0.05324192,2.08E-06,OG
3ADT,0.96744895,0.032000318,0.000550709,OG
3ADU,0.999077797,0.000892747,2.95E-05,OG
3ADV,0.999823928,0.000156432,1.96E-05,OG
3ADW,0.999530137,0.000457803,1.21E-05,OG
3ADX,0.998533249,0.000937252,0.000529502,OG
3AN3,0.999979436,1.24E-05,8.16E-06,OG
3AN4,0.90185082,0.093253769,0.004895402,OG
3B0Q,0.000889194,0.34521094,0.653899848,Fusion
3B0R,0.012207265,0.73152703,0.2562657,TSG
3B1M,0.827410161,0.172471911,0.00011792,OG
3B3K,0.000589309,0.99941051,1.79E-07,TSG
3BC5,0.996985912,0.002980039,3.41E-05,OG
3BIK,0.932774544,0.067070365,0.000155085,OG
3BIS,0.991191983,0.00857192,0.000236095,OG
3BIY,0.99666065,0.003320482,1.89E-05,OG
3CDP,0.007208643,0.992791176,1.56E-07,TSG
3CDS,0.641791821,0.297590494,0.060617674,OG
3CS8,0.999729276,0.000267455,3.28E-06,OG
3CWD,0.722699106,0.220040306,0.057260588,OG
3D6D,0.008023793,0.991943479,3.27E-05,TSG
3DZU,0.069763944,0.930179238,5.69E-05,TSG
3DZY,0.932568729,0.066678107,0.000753191,OG
3E00,0.676876545,0.323080152,4.33E-05,OG
3ET0,0.106018081,0.8917557,0.002226229,TSG
3ET3,0.999985099,1.49E-05,1.23E-09,OG
3FEJ,0.99973017,0.000209758,6.01E-05,OG
3FIT,0.014989682,0.985009432,9.02E-07,TSG
3FN3,0.989208698,0.010791279,1.80E-10,OG
3FUR,0.734589279,0.265360534,5.02E-05,OG
3G9E,0.00134576,0.996730685,0.001923581,TSG
3GBK,0.999995947,3.17E-06,8.67E-07,OG
3H0A,5.71E-07,0.999999404,7.19E-09,TSG
3HO0,0.003812617,0.996186912,4.44E-07,TSG
3HOD,0.000302474,0.999697447,8.39E-08,TSG
3I3J,0.002671555,0.917401254,0.079927146,TSG
3IA6,5.08E-05,0.999949038,1.35E-07,TSG
3IO2,0.991996646,0.003058615,0.004944713,OG
3K8S,3.21E-06,0.969039977,0.030956803,TSG
3KMG,0.164381862,0.036626309,0.798991799,Fusion
3LMP,0.955021918,0.0449651,1.30E-05,OG
3LYR,0.999988019,1.20E-05,3.24E-11,OG
3MQI,0.999137342,0.000862537,1.22E-07,OG
3MXN,0.999987066,1.29E-05,2.39E-10,OG
3NBH,0.437285841,0.56271261,1.53E-06,TSG
3NOA,0.000336228,2.33E-05,0.999640465,Fusion
3OSI,0.941300988,0.049112808,0.00958623,OG
3OSW,0.948172927,0.05168318,0.000143889,OG
3P57,1.41E-06,0.99987638,0.000122231,TSG
3P7Z,0.003493515,0.996506453,1.79E-08,TSG
3PBA,0.134476319,0.865240991,0.000282673,TSG
3PEG,0.996263027,0.003690557,4.64E-05,OG
3PG7,0.026525863,0.973470092,4.04E-06,TSG
3PO9,0.022081167,0.977918088,7.32E-07,TSG
3PRG,0.998645484,0.001352525,2.00E-06,OG
3QT0,0.998130977,0.001439836,0.000429163,OG
3R5N,0.996092677,0.003900426,6.87E-06,OG
3R8A,0.135729507,0.864123821,0.00014668,TSG
3R8I,0.065689594,0.934203923,0.00010648,TSG
3S9S,0.002657205,0.997292697,5.01E-05,TSG
3SBW,0.999984682,4.64E-08,1.53E-05,OG
3SZ1,0.000448569,0.9995507,7.44E-07,TSG
3T03,0.997907281,0.000333412,0.001759282,OG
3T92,0.818473697,0.005177744,0.176348582,OG
3TY0,0.996688783,0.003308098,3.11E-06,OG
3U5M,0.002770938,0.958325684,0.038903344,TSG
3U5N,0.999009788,0.000990226,2.49E-10,OG
3U5O,0.08829058,0.069767058,0.84194237,Fusion
3U5P,0.006252205,0.993706524,4.13E-05,TSG
3U9Q,0.994129837,0.005870172,8.87E-09,OG
3UAL,0.007209134,0.992790878,6.72E-09,TSG
3UBW,0.81259048,0.172741339,0.014668219,OG
3V9T,0.937627017,0.062371284,1.68E-06,OG
3V9V,0.972433805,0.027529802,3.64E-05,OG
3V9Y,0.998457134,0.001542603,2.80E-07,OG
3VJH,5.14E-06,0.988425672,0.011569207,TSG
3VJI,0.004805501,0.079903238,0.91529125,Fusion
3VN2,0.999999821,1.53E-07,7.97E-12,OG
3VSO,0.771651149,0.228290573,5.83E-05,OG
3VSP,0.999949336,4.79E-05,2.79E-06,OG
3WJ4,0.999160826,1.13E-06,0.000838071,OG
3WJ5,0.4859263,1.75E-07,0.514073491,Fusion
3WMH,0.903989613,0.09585844,0.000151919,OG
3X1H,0.860115767,0.067141257,0.072742961,OG
3X1I,0.086993933,0.741691113,0.171314955,TSG
4A4V,0.999978423,1.88E-05,2.77E-06,OG
4A4W,2.16E-05,0.984523356,0.015455089,TSG
4CI5,0.553217471,0.446219772,0.000562725,OG
4DAY,0.001739319,0.998260558,1.22E-07,TSG
4E4K,7.25E-05,0.999152422,0.000775087,TSG
4E4Q,0.03102367,0.967402756,0.001573562,TSG
4EM9,0.03493195,0.964717567,0.000350485,TSG
4EMA,1.59E-05,0.974322081,0.025662083,TSG
4F9M,0.843269229,0.156498715,0.000232043,OG
4FGY,0.999304354,0.000695645,5.08E-10,OG
4FIT,0.086808354,0.913191617,1.61E-08,TSG
4G55,0.236792699,0.145896375,0.617310882,Fusion
4GA0,0.002036483,0.969961286,0.028002257,TSG
4HEE,9.69E-05,0.999902189,9.49E-07,TSG
4HPL,1,1.58E-08,4.23E-09,OG
4I9Y,0.288551211,0.701257169,0.010191642,TSG
4JAZ,0.00281917,0.997180641,1.85E-07,TSG
4JL4,0.000105555,0.99989444,7.79E-11,TSG
4L6E,0.999961495,3.85E-05,8.84E-09,OG
4L96,0.999931514,6.84E-05,2.48E-08,OG
4L98,0.936142623,0.063854881,2.50E-06,OG
4LQW,0.999348462,0.000649136,2.39E-06,OG
4N9F,0.085494079,0.838406563,0.076099351,TSG
4NF9,0.026565444,0.708997965,0.264436573,TSG
4NFA,0.701274872,0.298721194,3.92E-06,OG
4O8F,0.147539139,0.238459766,0.614001095,Fusion
4OJ4,0.999636531,0.000351927,1.16E-05,OG
4PRG,0.875183642,0.12322256,0.001593794,OG
4PVU,0.043342378,0.956573546,8.41E-05,TSG
4PWL,0.045460373,0.946040869,0.008498767,TSG
4PZR,0.481593847,0.152853563,0.365552634,OG
4PZS,0.100454643,0.899536371,9.01E-06,TSG
4PZT,0.981734574,0.004011952,0.014253471,OG
4R06,0.040205229,0.951421261,0.008373532,TSG
4R2U,0.000390841,0.739750803,0.2598584,TSG
4R6S,0.596266448,0.403731763,1.80E-06,OG
4WII,0.887831509,0.112164311,4.16E-06,OG
4WIJ,0.008161251,0.991838753,2.03E-08,TSG
4WIK,0.034955211,0.965040088,4.69E-06,TSG
4XLD,0.999986231,7.85E-06,5.92E-06,OG
4XTA,0.001670043,0.936828673,0.061501298,TSG
4XUH,0.005487088,0.994387805,0.000125087,TSG
4XUM,0.009053105,0.99090457,4.23E-05,TSG
4Y29,0.447555482,0.552271307,0.000173202,TSG
4YT1,0.017122509,0.982445836,0.000431644,TSG
4Z18,0.999999881,1.03E-07,9.37E-13,OG
4ZQK,6.35E-05,0.966467857,0.033468671,TSG
5AZV,0.006704065,0.993272305,2.37E-05,TSG
5BT3,0.003549372,0.99644351,7.14E-06,TSG
5C3T,0.559883475,0.439231545,0.000884944,OG
5CLL,0.375888407,0.045566142,0.578545511,Fusion
5CLQ,0.983111382,0.016883612,5.02E-06,OG
5DSH,0.999999642,3.45E-07,9.34E-09,OG
5DV3,0.002390121,0.99759537,1.45E-05,TSG
5DV6,0.999995947,4.08E-06,5.98E-10,OG
5DV8,0.029457739,0.970539689,2.54E-06,TSG
5DVC,0.999943137,5.67E-05,1.36E-07,OG
5DWL,4.42E-06,0.99999553,2.76E-08,TSG
5F9B,0.002118747,0.997855186,2.61E-05,TSG
5FIT,0.976147175,0.023851868,9.79E-07,OG
5GGT,2.82E-07,0.999999285,4.24E-07,TSG
5GRJ,0.998453438,0.000643095,0.000903445,OG
5GTN,0.999990761,9.23E-06,2.61E-10,OG
5GTO,0.999998629,1.02E-07,1.25E-06,OG
5GTP,0.971528172,0.028466633,5.21E-06,OG
5HZC,0.01747473,0.977351844,0.00517343,TSG
5IUS,0.127641186,0.872286737,7.21E-05,TSG
5J89,0.997610092,0.002389393,5.07E-07,OG
5J8O,0.170805871,0.369608343,0.459585786,Fusion
5JDR,0.733607888,0.266362995,2.91E-05,OG
5JDS,5.79E-05,0.765709281,0.234232843,TSG
5JI0,0.000197746,0.99979341,8.84E-06,TSG
5L0P,0.005324132,0.992824495,0.001851371,TSG
5LPK,6.81E-05,0.999722838,0.000209062,TSG
5LPM,0.000211971,0.994404793,0.005383234,TSG
5LSG,0.985083699,0.010754622,0.004161667,OG
5MR8,0.001767211,0.998232663,1.28E-07,TSG
5N2D,0.999900162,9.97E-05,1.12E-07,OG
5N2F,0.999847174,0.000152075,7.66E-07,OG
5NIU,0.997613668,0.002386058,2.80E-07,OG
5NIX,0.001918745,0.99808073,5.29E-07,TSG
5NU5,1.71E-06,0.999983013,1.53E-05,TSG
5O45,0.999993682,6.32E-06,1.52E-08,OG
5O4Y,0.015342935,0.984657049,4.77E-09,TSG
5TTO,0.815795124,0.086946152,0.097258717,OG
5TWO,0.999348342,0.000651093,5.56E-07,OG
5U2J,0.000547551,0.997632802,0.001819632,TSG
5U5L,0.793422282,0.123748176,0.082829572,OG
5UGM,0.988814235,0.001067462,0.010118281,OG
5WQX,0.008770771,0.989312291,0.001916932,TSG
5WR0,0.007017243,0.992622554,0.000360187,TSG
5WR1,0.612313151,0.373680264,0.014006553,OG
5X8L,0.185073376,0.814877629,4.90E-05,TSG
5X8M,0.999392092,0.000607838,8.08E-08,OG
5XXY,0.039212655,0.950487137,0.010300194,TSG
5Y2O,0.070799761,0.927060306,0.002139944,TSG
5Y2T,0.408046722,0.587548614,0.004404736,TSG
6F2L,0.04892046,0.951038003,4.16E-05,TSG
6FIT,0.003788594,0.996210277,1.14E-06,TSG
