Protein,OG,TSG,Fusion,Label
5DWI,7.93E-06,0.999670863,0.000321195,TSG
5DWJ,1.13E-05,0.999982536,6.19E-06,TSG
5DX3,0.003810578,0.559134424,0.437055051,TSG
5DXB,0.024340943,0.334707975,0.640951097,Fusion
5DXE,0.022542031,0.599394023,0.378063887,TSG
5DXG,0.217369795,0.362254053,0.420376152,Fusion
5DXK,0.214107469,0.766507924,0.019384576,TSG
5DXM,0.046774268,0.267281145,0.685944617,Fusion
5DXP,0.000474683,0.997510493,0.002014815,TSG
5DXQ,2.68E-07,0.999770582,0.000229159,TSG
5DXR,2.74E-09,1,1.09E-09,TSG
5DY8,0.000208801,0.986853838,0.01293737,TSG
5DYB,1.45E-06,0.999639511,0.000359034,TSG
5DYD,4.93E-06,0.999965012,3.01E-05,TSG
5DZ0,2.38E-05,0.989960909,0.010015355,TSG
5DZ1,0.010597403,0.543546081,0.445856482,TSG
5DZ3,4.75E-06,0.999994576,6.77E-07,TSG
5DZH,7.22E-06,0.999331832,0.000660917,TSG
5DZI,0.001565352,0.844645917,0.153788701,TSG
5E0W,1.79E-06,0.999998212,4.04E-09,TSG
5E0X,0.454121023,0.270628899,0.275250018,OG
5E14,1.79E-06,0.999988377,9.86E-06,TSG
5E15,9.51E-05,0.999901891,3.04E-06,TSG
5E19,1.18E-08,1,6.83E-09,TSG
5E1C,0.000131442,0.319371641,0.680496871,Fusion
5ECG,0.857145429,0.091711633,0.051142957,OG
5EGV,0.155587345,0.806984007,0.037428658,TSG
5EHJ,1.20E-06,0.999791801,0.00020698,TSG
5EI1,2.42E-06,0.999997258,3.25E-07,TSG
5EIC,0.227291495,0.675467491,0.097240999,TSG
5EIT,4.89E-06,0.980474412,0.019520724,TSG
5ENG,0.905700386,0.094276763,2.28E-05,OG
5EP7,0.998630464,0.000501315,0.000868234,OG
5FM9,0.911387861,0.088240854,0.000371293,OG
5FMA,0.968555391,0.031444572,1.07E-08,OG
5FQP,0.00850338,0.991496503,1.31E-07,TSG
5FQR,0.214277118,0.785722554,3.39E-07,TSG
5FQS,0.968020916,0.031977825,1.26E-06,OG
5FQT,0.695076466,0.304922819,7.47E-07,OG
5FQV,0.082638867,0.917036653,0.000324485,TSG
5G4M,0.909467816,0.090434618,9.76E-05,OG
5G4N,0.998110056,0.001886788,3.13E-06,OG
5G4O,0.223378196,0.774114013,0.002507789,TSG
5GH9,0.998231471,0.001750361,1.82E-05,OG
5GS4,0.960683107,0.03920199,0.000114892,OG
5GTR,0.643007696,0.354517877,0.002474406,OG
5H1T,0.516187251,0.482345432,0.00146731,OG
5H1U,0.974355459,0.00030416,0.02534041,OG
5H1V,0.997593522,0.002387714,1.87E-05,OG
5H3Q,0.999999821,1.54E-07,7.36E-10,OG
5H85,0.992786646,0.004632675,0.002580709,OG
5HKW,0.990352571,0.009605462,4.19E-05,OG
5HKX,1.14E-05,0.999915719,7.29E-05,TSG
5HKY,0.948119283,0.045713287,0.006167443,OG
5HKZ,0.996772468,0.000510303,0.00271721,OG
5HL0,1,3.00E-09,2.10E-09,OG
5HYN,0.000149916,0.725622237,0.274227858,TSG
5HYR,0.002521516,0.102855541,0.894622922,Fusion
5I83,0.98857367,0.011379431,4.69E-05,OG
5I86,0.036671143,0.96327287,5.60E-05,TSG
5I89,0.000798556,0.999179125,2.23E-05,TSG
5I8A,0.880919993,0.118896656,0.00018339,OG
5I8B,0.005695611,0.991784513,0.002519857,TSG
5I8G,0.518385589,0.48100248,0.000611934,OG
5IJ7,0.648838758,0.310324311,0.040836908,OG
5IJ8,0.117177054,0.021661576,0.861161411,Fusion
5J0D,0.001926713,0.998072147,1.16E-06,TSG
5J3X,2.12E-05,0.999976456,2.38E-06,TSG
5JFS,0.999579787,0.000414756,5.46E-06,OG
5JFV,0.999998748,1.29E-09,1.28E-06,OG
5JFW,0.999608338,0.00038644,5.20E-06,OG
5JFX,0.999716818,3.28E-05,0.000250343,OG
5JMM,0.000661223,0.999306262,3.25E-05,TSG
5KJX,0.999750316,0.000248008,1.70E-06,OG
5KJY,0.998732924,0.001267081,6.40E-10,OG
5KJZ,0.997917116,0.000728422,0.001354439,OG
5KL2,0.934645712,0.00920814,0.056146134,OG
5KL3,0.133923203,0.859541833,0.006534988,TSG
5KL4,0.999906719,9.32E-05,5.21E-09,OG
5KL5,0.207893968,0.768630385,0.023475675,TSG
5KL6,0.911264658,0.000170589,0.088564739,OG
5KL7,1.53E-05,0.999977231,7.44E-06,TSG
5KMI,0.999943256,1.24E-06,5.55E-05,OG
5KMJ,0.000662133,0.999327064,1.08E-05,TSG
5KMK,0.89403069,0.003887575,0.102081761,OG
5KML,0.001424959,0.998573065,1.99E-06,TSG
5KMM,0.999693573,0.00030622,2.34E-07,OG
5KMN,0.005052224,0.984884202,0.010063549,TSG
5KMO,0.999159157,9.16E-05,0.000749267,OG
5KR9,0.118285812,0.743269503,0.138444707,TSG
5KRA,0.95606637,0.043881029,5.26E-05,OG
5KRC,0.004446928,0.995476663,7.64E-05,TSG
5KRF,0.000503221,0.977760851,0.021735901,TSG
5KRH,0.153647348,0.779050112,0.067302518,TSG
5KRI,0.001131635,0.998838842,2.95E-05,TSG
5KRJ,0.001044576,0.995725751,0.003229643,TSG
5KRK,3.64E-10,0.99999994,6.22E-08,TSG
5KRL,0.004813089,0.965794981,0.029391933,TSG
5KRM,0.011663109,0.82095015,0.167386755,TSG
5KRO,8.88E-07,0.9999125,8.66E-05,TSG
5KTU,0.088723779,0.91126138,1.48E-05,TSG
5KTW,0.409573972,0.144859999,0.445565999,Fusion
5KTX,0.999318123,0.000681764,8.91E-08,OG
5KVT,1,1.35E-11,3.13E-11,OG
5LAP,0.989030004,0.010930079,3.99E-05,OG
5LGY,0.014360735,0.985638738,5.06E-07,TSG
5LPJ,0.413445234,0.586354017,0.000200799,TSG
5LPL,0.033334713,0.811311305,0.155353993,TSG
5LS6,0.003937935,0.991544485,0.004517567,TSG
5MME,0.001294709,0.998705268,8.96E-10,TSG
5MMG,0.908000112,0.091972165,2.77E-05,OG
5MPK,0.999998331,4.08E-07,1.29E-06,OG
5MPN,0.001163694,3.28E-05,0.998803556,Fusion
5MPZ,0.006838534,0.992791951,0.000369491,TSG
5MQE,0.55106318,0.434890926,0.014045887,OG
5MQG,0.001645636,0.994670331,0.003684008,TSG
5MQK,9.24E-06,0.999215305,0.000775433,TSG
5NJ8,0.99944979,0.000550096,8.97E-08,OG
5NRW,0.197764844,0.802235007,1.62E-07,TSG
5NU3,1.29E-05,0.999986112,1.03E-06,TSG
5O76,0.958468676,0.041524138,7.16E-06,OG
5T1Z,0.002073648,0.6460374,0.351888984,TSG
5T92,9.33E-05,0.414584398,0.58532232,Fusion
5T97,0.018215183,0.981782436,2.36E-06,TSG
5TB6,0.989128947,0.008011769,0.00285926,OG
5TBM,0.999999642,3.74E-07,1.61E-09,OG
5TLD,8.81E-08,0.999999344,5.79E-07,TSG
5TLF,0.010777076,0.971312046,0.017910888,TSG
5TLG,2.60E-10,0.99999994,6.86E-08,TSG
5TLL,0.0004097,0.965908825,0.03368149,TSG
5TLM,0.499375314,0.500612438,1.22E-05,TSG
5TLO,0.000272711,0.999653339,7.40E-05,TSG
5TLP,0.000393269,0.004361348,0.995245397,Fusion
5TLT,0.004499897,0.735330701,0.260169357,TSG
5TLU,3.27E-05,0.999893248,7.41E-05,TSG
5TLV,0.004575756,0.944495797,0.050928462,TSG
5TLX,2.59E-07,0.999043703,0.000956039,TSG
5TLY,5.56E-07,0.99996376,3.57E-05,TSG
5TM1,0.000220217,0.993527174,0.006252602,TSG
5TM2,2.84E-07,0.999916494,8.32E-05,TSG
5TM3,4.26E-07,0.999994218,5.33E-06,TSG
5TM4,0.004230647,0.01578586,0.979983509,Fusion
5TM5,0.019609498,0.230299011,0.750091493,Fusion
5TM6,0.021032719,0.185544059,0.793423235,Fusion
5TM7,9.93E-05,0.995706916,0.004193763,TSG
5TM8,0.000433023,0.535184145,0.464382797,TSG
5TM9,0.142001271,0.665351987,0.192646757,TSG
5TML,0.245126799,0.004384537,0.750488639,Fusion
5TMM,0.014493458,0.133169964,0.852336586,Fusion
5TMO,0.086473711,0.045257732,0.868268549,Fusion
5TMQ,0.02287831,0.82248193,0.154639736,TSG
5TMR,1.17E-05,0.379806936,0.620181322,Fusion
5TMS,7.24E-06,0.999482274,0.000510498,TSG
5TMT,0.000163279,0.999817491,1.92E-05,TSG
5TMU,0.003141681,0.011566725,0.9852916,Fusion
5TMV,0.000199357,0.909779847,0.090020813,TSG
5TMW,0.01313519,0.081335932,0.905528843,Fusion
5TMZ,0.127722949,0.863730311,0.008546738,TSG
5TN1,0.075336471,0.923200965,0.001462579,TSG
5TN3,0.958532274,0.007277142,0.034190603,OG
5TN4,0.00050292,0.972990155,0.026506903,TSG
5TN5,0.00064954,0.984382987,0.014967497,TSG
5TN6,0.073139064,0.924423099,0.002437842,TSG
5TN7,3.72E-05,0.997285306,0.002677549,TSG
5TN8,2.03E-09,0.999997258,2.71E-06,TSG
5TN9,2.54E-05,0.894353688,0.105620943,TSG
5TNB,0.264538378,0.735400796,6.08E-05,TSG
5U2B,0.000272781,0.741249442,0.258477777,TSG
5U2D,0.000422642,0.99956876,8.59E-06,TSG
5UFP,0.999238253,0.00076112,6.27E-07,OG
5UFW,0.23533909,0.764619529,4.14E-05,TSG
5UFX,0.000506915,0.999467194,2.59E-05,TSG
