Protein,OG,TSG,Fusion,Label
1Z92,1.23E-06,0.629357278,0.3706415,TSG
2B5I,0.000530542,0.020994728,0.978474736,Fusion
2BSM,1.07E-11,4.00E-12,1,Fusion
2BT0,0.00027436,2.63E-06,0.999723017,Fusion
2BYH,0.002273037,1.60E-06,0.997725368,Fusion
2BYI,0.005432057,0.000751945,0.993816018,Fusion
2BZ5,2.67E-05,9.42E-05,0.999879122,Fusion
2CCS,6.96E-11,2.32E-10,1,Fusion
2CCT,1.74E-09,1.26E-10,1,Fusion
2CCU,2.27E-09,3.51E-07,0.999999642,Fusion
2CV5,0.794821382,4.02E-05,0.205138341,OG
2E3H,0.002834146,1.73E-06,0.99716413,Fusion
2E3I,0.001095003,3.98E-05,0.998865187,Fusion
2ERJ,0.454208165,0.496485323,0.049306452,TSG
2FWY,1.98E-10,2.69E-10,1,Fusion
2FWZ,5.51E-07,1.47E-06,0.999997973,Fusion
2H2N,0.021596611,0.016600423,0.961802959,Fusion
2H2U,3.41E-06,4.63E-06,0.999991953,Fusion
2H55,7.73E-09,4.23E-09,1,Fusion
2HKN,2.74E-05,5.10E-06,0.999967456,Fusion
2HKQ,0.205593795,4.82E-05,0.794358015,Fusion
2HL3,8.34E-05,4.21E-07,0.999916196,Fusion
2HL5,9.53E-05,0.000565461,0.999339283,Fusion
2HQH,0.094405875,0.018936396,0.886657715,Fusion
2JJC,7.97E-08,5.68E-08,0.999999881,Fusion
2OIT,0.001104955,0.000638724,0.998256326,Fusion
2PRG,0.00041606,9.09E-05,0.999493003,Fusion
2QF6,0.000647587,2.09E-06,0.999350309,Fusion
2QFO,2.41E-07,2.69E-05,0.99997288,Fusion
2QG0,0.000108304,7.46E-06,0.999884248,Fusion
2QG2,1.87E-08,1.92E-10,1,Fusion
2QLD,0.082072355,0.001126448,0.916801214,Fusion
2UWD,9.37E-11,3.09E-09,1,Fusion
2VCI,7.86E-06,5.75E-07,0.999991536,Fusion
2VCJ,5.42E-07,1.68E-08,0.999999464,Fusion
2WI1,4.40E-10,2.23E-08,1,Fusion
2WI2,0.003190683,0.000528272,0.996281028,Fusion
2WI3,1.93E-08,4.75E-09,1,Fusion
2WI4,1.23E-12,7.41E-11,1,Fusion
2WI5,1.47E-09,1.44E-09,1,Fusion
2WI6,4.28E-11,6.61E-06,0.999993384,Fusion
2WI7,9.23E-12,5.00E-10,1,Fusion
2XAB,0.002997597,0.000366042,0.996636331,Fusion
2XDK,4.33E-07,7.06E-07,0.999998868,Fusion
2XDL,2.23E-07,2.06E-07,0.999999583,Fusion
2XDS,2.21E-08,6.16E-09,1,Fusion
2XDU,1.12E-07,5.41E-08,0.999999821,Fusion
2XDX,8.31E-05,0.000110949,0.999805987,Fusion
2XHR,9.59E-09,6.95E-07,0.999999285,Fusion
2XHT,4.62E-06,1.04E-06,0.999994338,Fusion
2XHX,1.11E-05,0.000119033,0.999869883,Fusion
2XJG,6.73E-07,0.028006669,0.971992671,Fusion
2XJJ,0.999985218,1.48E-05,1.01E-08,OG
2XJX,1.79E-07,0.007343691,0.992656112,Fusion
2XK2,0.000597417,2.29E-05,0.999379694,Fusion
2XPG,0.001005263,0.862587512,0.136407256,TSG
2YE2,8.94E-09,0.000525081,0.999474883,Fusion
2YE3,1.57E-09,2.84E-05,0.999971569,Fusion
2YE4,3.62E-08,4.50E-08,0.99999994,Fusion
2YE5,1.97E-10,2.74E-05,0.999972582,Fusion
2YE6,5.58E-10,0.000127439,0.999872565,Fusion
2YE7,1.68E-05,9.43E-08,0.999983132,Fusion
2YE8,1.05E-07,5.38E-11,0.999999881,Fusion
2YE9,2.59E-08,6.52E-08,0.999999881,Fusion
2YEA,0.000157152,0.000302962,0.999539912,Fusion
2YEB,3.10E-07,1.27E-07,0.999999583,Fusion
2YEC,5.88E-07,9.68E-08,0.999999344,Fusion
2YED,2.94E-09,2.22E-13,1,Fusion
2YEE,8.67E-09,7.79E-10,1,Fusion
2YEF,2.89E-06,2.63E-07,0.999996841,Fusion
2YEG,0.004520817,4.64E-06,0.995474517,Fusion
2YEH,3.29E-07,1.65E-08,0.999999642,Fusion
2YEI,6.18E-10,1.60E-08,1,Fusion
2YEJ,1.83E-07,4.92E-09,0.999999821,Fusion
2YI0,4.32E-08,1.05E-08,0.99999994,Fusion
2YI5,6.07E-05,4.28E-07,0.999938905,Fusion
2YI6,5.24E-09,1.56E-05,0.999984384,Fusion
2YI7,1.64E-06,3.29E-08,0.999998331,Fusion
2YJW,6.04E-06,3.02E-08,0.99999392,Fusion
2YJX,6.62E-10,5.06E-13,1,Fusion
2YK2,0.000837378,0.001180933,0.997981668,Fusion
2YK9,5.56E-06,0.000109326,0.999885142,Fusion
2YKB,4.76E-05,2.12E-07,0.999952257,Fusion
2YKC,2.46E-06,0.019600948,0.980396569,Fusion
2YKE,1.13E-11,3.06E-11,1,Fusion
2YKI,3.90E-10,9.29E-10,1,Fusion
2YKJ,6.05E-11,5.85E-10,1,Fusion
3A6N,0.087203376,0.002507643,0.91028899,Fusion
3AFA,0.048742462,0.000148417,0.951109111,Fusion
3AGX,0.00449832,0.000159903,0.995341778,Fusion
3AGY,0.001814605,0.00125378,0.996931612,Fusion
3AGZ,7.65E-05,1.58E-05,0.999907613,Fusion
3AN2,0.001297392,0.000118795,0.998583794,Fusion
3AV1,0.059543282,1.94E-05,0.940437317,Fusion
3AV2,0.876124322,0.008703716,0.115171924,OG
3AYW,0.492427826,0.000127748,0.507444441,Fusion
3AZE,0.500675261,0.000815714,0.498509079,OG
3AZF,0.240006566,1.42E-05,0.759979248,Fusion
3AZG,0.712761939,0.001344063,0.285893977,OG
3AZH,0.642177224,0.008043322,0.349779457,OG
3AZI,0.53794533,0.035575233,0.426479459,OG
3AZJ,0.337777525,0.020619109,0.64160341,Fusion
3AZK,0.719314218,0.020821951,0.259863794,OG
3AZL,0.668719769,1.43E-05,0.331265926,OG
3AZM,0.921025455,0.006618777,0.072355799,OG
3AZN,0.219245821,0.006226851,0.774527371,Fusion
3B24,2.10E-06,1.18E-06,0.999996722,Fusion
3B25,6.51E-07,7.98E-11,0.999999344,Fusion
3B26,0.022052487,0.001585179,0.976362348,Fusion
3B27,8.04E-10,3.01E-10,1,Fusion
3B28,0.38334322,0.326644599,0.290012181,OG
3BM9,4.22E-05,6.73E-08,0.999957681,Fusion
3BMY,1.91E-05,0.702003181,0.297977686,TSG
3BO8,0.663615704,0.335787684,0.000596641,OG
3BOR,0.310464621,0.689532638,2.73E-06,TSG
3D0B,2.75E-06,0.007299645,0.992697597,Fusion
3E0G,0.024262104,0.005528814,0.970209062,Fusion
3E2U,0.013578666,0.000587661,0.985833704,Fusion
3EKO,1.09E-06,8.24E-05,0.999916494,Fusion
3EKR,3.23E-08,7.00E-09,0.99999994,Fusion
3FHC,0.000113474,0.019323347,0.980563164,Fusion
3FMO,3.79E-05,5.34E-06,0.999956727,Fusion
3FMP,1.60E-06,0.000317387,0.999680996,Fusion
3FT5,2.53E-10,4.47E-08,0.99999994,Fusion
3FT8,3.85E-10,3.23E-10,1,Fusion
3GEF,0.000429529,0.002236986,0.997333467,Fusion
3HEK,1.31E-07,2.78E-09,0.999999881,Fusion
3HHU,0.171285853,0.000172159,0.828541994,Fusion
3HYY,7.69E-10,1.13E-07,0.999999881,Fusion
3HYZ,0.002138062,4.77E-05,0.997814238,Fusion
3HZ1,1.92E-12,1.15E-11,1,Fusion
3HZ5,1.38E-10,1.34E-10,1,Fusion
3INK,0.000127712,0.000978093,0.998894215,Fusion
3INW,1.93E-10,9.83E-10,1,Fusion
3INX,2.87E-05,2.97E-05,0.999941528,Fusion
3K97,1.96E-10,2.10E-05,0.999979019,Fusion
3K98,1.20E-06,1.28E-07,0.999998689,Fusion
3K99,3.84E-05,1.81E-05,0.999943495,Fusion
3MIY,0.573202133,0.008678842,0.418119013,OG
3MJ1,0.99999994,6.53E-08,1.85E-08,OG
3MJ2,0.998301327,0.001698,6.74E-07,OG
3MNR,3.88E-09,0.000222836,0.999777138,Fusion
3NDQ,0.023555001,1.85E-05,0.976426482,Fusion
3NMQ,5.71E-08,4.60E-08,0.999999881,Fusion
3NQJ,0.999505281,0.000493793,9.47E-07,OG
3NQU,0.000137736,0.006652808,0.993209481,Fusion
3O0I,0.001499664,1.08E-06,0.998499274,Fusion
3OOI,0.997991323,0.001982332,2.64E-05,OG
3OW6,0.003167844,0.000741468,0.99609071,Fusion
3OWB,2.96E-05,5.61E-09,0.999970376,Fusion
3OWD,0.000102756,6.03E-10,0.999897242,Fusion
3PRY,0.006602395,0.001126451,0.992271125,Fusion
3Q6M,0.001089067,2.64E-05,0.998884499,Fusion
3Q6N,0.006718351,0.001111794,0.992169857,Fusion
3QAZ,0.000289089,0.983011782,0.016699122,TSG
3QB1,1.93E-05,0.001172021,0.998808682,Fusion
3QDD,3.00E-05,4.60E-08,0.999969959,Fusion
3QGW,0.000118626,1.36E-05,0.999867797,Fusion
3QGY,0.003555097,0.000412861,0.996032059,Fusion
3QTF,1.84E-09,3.63E-10,1,Fusion
3R45,0.000147723,8.29E-05,0.99976939,Fusion
3R4M,6.79E-06,0.099909678,0.900083542,Fusion
3R4N,6.05E-06,2.77E-08,0.99999392,Fusion
3R4O,9.68E-06,9.88E-05,0.999891579,Fusion
3R4P,5.27E-05,1.01E-07,0.99994725,Fusion
3R91,5.08E-10,1.67E-09,1,Fusion
3R92,1.04E-11,4.57E-11,1,Fusion
3RKZ,6.28E-10,1.83E-07,0.999999821,Fusion
3RL1,0.028675381,0.760730207,0.210594445,TSG
3RL2,0.007819391,0.249012068,0.743168533,Fusion
3RLP,1.17E-06,1.91E-09,0.999998808,Fusion
3RLQ,1.69E-07,1.88E-10,0.999999821,Fusion
3RLR,0.000916984,8.60E-07,0.999082148,Fusion
3SDE,0.009431779,0.007217358,0.983350873,Fusion
3T0H,3.44E-06,0.005618483,0.99437809,Fusion
3T0Z,2.76E-07,1.39E-07,0.999999583,Fusion
3T10,3.20E-07,0.992354751,0.007644945,TSG
3T1K,3.12E-07,4.18E-08,0.999999642,Fusion
3T2S,3.84E-08,1.76E-05,0.999982357,Fusion
3T9T,0.994217813,1.54E-05,0.005766785,OG
3TGX,0.007228428,0.976800323,0.015971247,TSG
3TUH,0.001816176,0.022491086,0.975692749,Fusion
3V5J,3.92E-05,0.004289753,0.995671093,Fusion
3V5L,0.00201635,1.80E-06,0.997981846,Fusion
3V8T,0.096540205,0.007653148,0.89580667,Fusion
3V8W,0.000122721,0.002592028,0.997285247,Fusion
3VHA,0.00014507,8.91E-08,0.999854863,Fusion
3VHC,3.74E-09,4.16E-07,0.999999583,Fusion
3VHD,0.022280555,0.974749804,0.002969668,TSG
3W96,0.955026031,6.05E-06,0.044967942,OG
3W97,0.650411248,0.000524319,0.34906444,OG
3W98,0.586419404,0.003579459,0.410001129,OG
3W99,0.639566839,0.002403496,0.358029664,OG
3WA9,0.868424654,0.000121161,0.131454155,OG
3WAA,0.575576425,0.01105332,0.413370281,OG
3WHA,0.000129576,3.72E-05,0.999833226,Fusion
3WKJ,0.660626113,0.001754263,0.337619603,OG
3WQ9,9.60E-05,7.80E-06,0.999896228,Fusion
3WTP,0.586311162,0.003608937,0.410079896,OG
3X1S,0.655308247,0.00629553,0.338396221,OG
3X1T,0.51785171,0.003138741,0.479009539,OG
3X1U,0.687893152,4.61E-08,0.312106818,OG
3X1V,0.045201678,1.35E-09,0.954798341,Fusion
4AWO,0.999999523,3.13E-10,4.52E-07,OG
4AWP,0.99999994,2.01E-10,3.81E-08,OG
4AWQ,0.999996126,1.73E-09,3.86E-06,OG
4B7P,0.000382179,7.62E-06,0.999610186,Fusion
4BQG,5.17E-09,2.72E-07,0.999999702,Fusion
4BQJ,0.00058018,2.55E-08,0.999419808,Fusion
4CWF,5.88E-09,1.66E-06,0.999998331,Fusion
4CWN,2.82E-08,1.63E-07,0.999999821,Fusion
4CWO,2.70E-07,1.14E-07,0.999999642,Fusion
4CWP,9.50E-07,1.84E-10,0.999999046,Fusion
4CWQ,6.45E-10,1.94E-09,1,Fusion
4CWR,4.11E-10,2.42E-08,1,Fusion
4CWS,5.53E-10,1.42E-08,1,Fusion
4CWT,5.01E-10,2.25E-08,1,Fusion
4E34,1.80E-09,5.32E-08,0.99999994,Fusion
4E35,0.062713914,0.000522458,0.936763644,Fusion
4EEH,3.79E-07,2.51E-06,0.999997079,Fusion
4EFT,3.11E-05,2.25E-06,0.999966681,Fusion
4EFU,5.85E-09,1.06E-11,1,Fusion
4EGH,2.20E-08,3.50E-10,1,Fusion
4EGI,8.83E-07,1.23E-06,0.999997914,Fusion
4EGK,6.31E-08,1.34E-07,0.999999821,Fusion
4FCP,2.60E-05,8.14E-05,0.999892592,Fusion
4FCQ,3.52E-08,1.50E-08,0.99999994,Fusion
4FCR,4.36E-07,3.21E-07,0.999999225,Fusion
4H9N,0.999453306,0.000546609,1.13E-07,OG
4H9O,0.573635519,0.002240342,0.424124122,OG
4H9P,0.675722122,5.23E-05,0.324225605,OG
4H9Q,0.540436685,0.001441919,0.458121419,OG
4H9R,0.005351435,0.005592468,0.98905611,Fusion
4H9S,0.99407661,0.005427951,0.000495464,OG
4HCT,2.24E-07,3.48E-09,0.999999762,Fusion
4HCU,8.43E-08,6.57E-08,0.999999821,Fusion
4HCV,1.09E-07,1.06E-07,0.999999762,Fusion
4HGA,0.634625673,0.012242205,0.353132099,OG
4HNA,0.010345406,0.003976026,0.985678554,Fusion
4HY6,3.97E-05,9.77E-08,0.999960124,Fusion
4J5L,8.62E-05,0.003482718,0.996431112,Fusion
4JOE,0.572094083,0.027652783,0.400253117,OG
4JOF,2.54E-06,2.01E-08,0.999997437,Fusion
4JOG,5.69E-05,0.000163719,0.999779403,Fusion
4JOH,1.02E-05,5.52E-08,0.999989688,Fusion
4JOJ,4.61E-10,1.64E-12,1,Fusion
4JOK,7.61E-08,1.53E-06,0.999998391,Fusion
4JOP,0.075323649,0.000393152,0.924283206,Fusion
4JOR,2.13E-05,0.000477888,0.999500811,Fusion
4JQL,1.48E-06,4.14E-06,0.999994397,Fusion
4K6Y,9.34E-11,1.36E-10,1,Fusion
4K72,9.06E-05,6.31E-05,0.99984628,Fusion
4K75,0.000611873,9.56E-05,0.999292552,Fusion
4K76,0.750833809,0.017481947,0.231684253,OG
4K78,4.42E-05,4.56E-07,0.999955356,Fusion
4KIO,4.48E-06,9.23E-06,0.999986291,Fusion
4L7S,0.999990404,1.26E-08,9.60E-06,OG
4L8Z,1.47E-05,9.22E-08,0.999985278,Fusion
4L90,0.024040401,0.002756931,0.973202646,Fusion
4L91,4.01E-06,7.13E-05,0.999924719,Fusion
4L93,9.13E-07,1.08E-06,0.999998033,Fusion
4L94,5.17E-11,1.52E-10,1,Fusion
4LLI,0.00604842,0.035987999,0.957963586,Fusion
4LNU,6.60E-05,0.000275542,0.999658406,Fusion
4LWE,3.77E-05,1.60E-06,0.999960661,Fusion
4LWF,8.17E-08,9.19E-07,0.999998987,Fusion
4LWG,2.71E-08,1.16E-08,0.99999994,Fusion
4LWH,4.63E-06,3.13E-06,0.999992251,Fusion
4LWI,0.000124167,1.28E-09,0.999875844,Fusion
4LX1,0.003245975,0.000652491,0.996101558,Fusion
4LX2,0.011901897,4.86E-06,0.988093257,Fusion
4M0Y,0.002097327,0.000783393,0.997119308,Fusion
4M0Z,8.39E-05,1.28E-06,0.999914825,Fusion
4M12,4.96E-07,0.000443349,0.999556184,Fusion
4M13,2.23E-06,1.37E-06,0.999996424,Fusion
4M14,4.26E-06,9.94E-06,0.999985814,Fusion
4M15,1.12E-09,3.95E-08,0.99999994,Fusion
4MF0,0.000754308,1.23E-06,0.999244452,Fusion
4MF1,0.000765255,0.000120187,0.999114573,Fusion
4N3Y,1.68E-06,3.92E-06,0.999994397,Fusion
4N3Z,2.29E-05,0.002360995,0.997616112,Fusion
4NEJ,0.88802129,0.111777276,0.000201415,OG
4NEM,0.005142044,0.002030906,0.992827058,Fusion
4NFE,0.673294902,0.002160538,0.324544579,OG
4NFF,1.47E-05,7.84E-05,0.999906957,Fusion
4NH7,5.75E-05,0.000109029,0.999833405,Fusion
4NH8,1.46E-10,6.60E-05,0.999933958,Fusion
4NMO,8.81E-10,3.88E-09,1,Fusion
4NMP,7.74E-08,3.22E-10,0.99999994,Fusion
4NMQ,0.051641461,0.032547124,0.915811419,Fusion
4NMR,7.32E-07,1.80E-08,0.999999225,Fusion
4NMS,1.37E-10,6.01E-10,1,Fusion
4NMT,5.27E-08,1.78E-07,0.999999762,Fusion
4NMV,3.94E-10,1.69E-09,1,Fusion
4NQV,1.97E-06,0.999997914,1.14E-07,TSG
4NQX,7.93E-05,0.125393137,0.874527514,Fusion
4NZD,0.000176179,0.001882295,0.997941554,Fusion
4O04,2.04E-10,1.33E-07,0.999999881,Fusion
4O05,1.29E-07,1.84E-08,0.999999881,Fusion
4O07,7.94E-11,1.87E-06,0.999998152,Fusion
4O09,1.93E-06,0.000545613,0.999452472,Fusion
4O0B,1.07E-06,9.78E-05,0.999901116,Fusion
4PP9,0.002823409,3.97E-05,0.997136831,Fusion
4PPA,7.17E-06,2.29E-08,0.999992788,Fusion
4PPB,4.28E-06,9.74E-05,0.999898314,Fusion
4PPC,2.71E-06,8.73E-06,0.999988556,Fusion
4PQN,0.127025053,0.000219224,0.872755706,Fusion
4Q6H,0.00041152,6.73E-06,0.999581754,Fusion
4Q6S,5.46E-06,5.68E-06,0.999988854,Fusion
4Q9U,6.70E-07,6.46E-07,0.999998689,Fusion
4QD6,0.00022223,1.85E-06,0.999775946,Fusion
4R3M,2.96E-11,2.73E-06,0.999997258,Fusion
4RFM,0.000802634,0.000331578,0.998865783,Fusion
4RM8,0.144792706,8.00E-05,0.855127275,Fusion
4RM9,0.861091316,0.138903394,5.28E-06,OG
4RMA,0.611634791,0.386768192,0.00159701,OG
4TMP,9.78E-05,2.24E-05,0.999879837,Fusion
4U93,3.15E-05,0.000659276,0.999309242,Fusion
4W7T,4.29E-08,3.01E-09,0.99999994,Fusion
4XIP,2.15E-06,1.86E-06,0.999996006,Fusion
4XIQ,3.35E-10,3.99E-07,0.999999583,Fusion
4XIR,4.02E-12,1.71E-05,0.999982953,Fusion
4XIT,1.86E-11,8.06E-06,0.999991953,Fusion
4YKQ,3.39E-05,3.30E-08,0.999966085,Fusion
4YKR,7.44E-09,2.00E-10,1,Fusion
4YKT,6.57E-05,3.68E-08,0.999934256,Fusion
4YKU,5.79E-08,1.03E-07,0.999999821,Fusion
4YKW,0.000205683,7.19E-05,0.999722362,Fusion
4YKX,2.47E-07,8.14E-10,0.999999762,Fusion
4YKY,0.000273861,5.59E-10,0.999726117,Fusion
4YKZ,5.02E-11,9.82E-09,1,Fusion
4YM5,0.156596452,0.000665845,0.842737734,Fusion
4YM6,0.823758423,0.002850819,0.173390776,OG
4Z2M,0.551928759,0.001218716,0.446852505,OG
4Z5T,0.000120717,0.00575427,0.994125009,Fusion
5AV5,0.533806205,0.00012266,0.466071159,OG
5AV6,0.170255601,0.001456987,0.828287423,Fusion
5AV8,0.611711383,0.000352739,0.387935877,OG
5AV9,0.581588984,4.14E-05,0.418369651,OG
5AVB,0.592609823,0.000763505,0.406626731,OG
5AVC,0.636842072,0.009872799,0.353285134,OG
5AY8,0.127790987,0.000323495,0.871885478,Fusion
5B0Y,0.002592828,0.338802069,0.658605099,Fusion
5B0Z,0.162036151,0.001213672,0.836750209,Fusion
5B24,0.006913568,8.94E-06,0.993077517,Fusion
5B2I,0.467787683,4.87E-05,0.53216362,Fusion
5B2J,0.003530962,6.55E-06,0.996462464,Fusion
5B31,0.243666247,4.40E-05,0.75628978,Fusion
5B32,0.738040566,0.000321731,0.261637688,OG
5B33,0.525224507,0.001925805,0.472849727,OG
5B40,0.000127308,0.044696245,0.955176413,Fusion
5BNV,0.000189672,0.000333065,0.999477267,Fusion
5BNX,5.11E-05,0.027949577,0.971999347,Fusion
5BO0,1.01E-05,1.01E-06,0.999988854,Fusion
5BRZ,0.000472952,0.444076419,0.555450678,Fusion
5BS0,0.00130597,0.403370887,0.595323145,Fusion
5C3I,0.912126005,0.086998098,0.000875868,OG
5CF0,0.054632783,0.000907481,0.944459736,Fusion
5CPI,0.470596373,0.000721065,0.52868253,Fusion
5CPJ,0.428547621,0.011396411,0.560055971,Fusion
5CPK,0.102181256,0.000531935,0.897286832,Fusion
5DIS,0.045713563,1.41E-05,0.95427233,Fusion
5FNC,7.63E-07,6.28E-06,0.999992967,Fusion
5FND,5.28E-09,1.35E-07,0.999999881,Fusion
5FNF,2.69E-07,1.47E-08,0.999999702,Fusion
5GGZ,5.53E-05,0.000659018,0.999285698,Fusion
5GSE,0.505560517,1.12E-06,0.49443832,OG
5GSU,0.386380106,0.002813962,0.610805929,Fusion
5GT0,0.438407809,0.019506669,0.542085528,Fusion
5GT3,0.81655854,3.83E-05,0.183403134,OG
5GTC,0.803051412,0.000700537,0.19624804,OG
5GXQ,0.03286463,4.41E-06,0.967130959,Fusion
5HJB,0.002445037,0.996270955,0.001283998,TSG
5HJD,0.000168107,1.06E-05,0.999821246,Fusion
5IC3,0.001871972,0.002085763,0.996042252,Fusion
5IFM,0.000165435,7.89E-06,0.99982667,Fusion
5IFS,0.001171712,0.599575162,0.39925316,TSG
5IFW,3.18E-06,7.53E-05,0.999921501,Fusion
5J20,0.000108737,0.00221829,0.997672975,Fusion
5J27,9.15E-05,3.58E-07,0.99990809,Fusion
5J2V,0.006166211,1.96E-06,0.993831813,Fusion
5J2X,6.86E-08,2.10E-10,0.99999994,Fusion
5J64,1.49E-09,2.11E-09,1,Fusion
5J6L,0.003110343,1.06E-05,0.996879101,Fusion
5J6M,6.00E-08,0.000462626,0.999537289,Fusion
5J6N,2.20E-05,0.137001976,0.862976074,Fusion
5J80,4.17E-05,1.33E-09,0.999958336,Fusion
5J82,3.56E-07,1.22E-05,0.999987423,Fusion
5J86,1.72E-07,1.59E-07,0.999999642,Fusion
5J8E,7.55E-05,0.002149731,0.997774839,Fusion
5J8M,0.009697195,1.33E-05,0.990289509,Fusion
5J8U,0.998784304,0.001185645,3.01E-05,OG
5J9S,9.54E-06,0.002098654,0.997891784,Fusion
5J9X,1.20E-05,0.013633079,0.986354887,Fusion
5JA4,0.05552797,0.944472015,4.53E-09,TSG
5JCY,0.002779344,9.88E-06,0.997210801,Fusion
5JCZ,0.047552232,0.000513454,0.951934338,Fusion
5JRG,0.584023118,0.002950606,0.413026243,OG
5K31,0.000306236,0.000521052,0.999172688,Fusion
5K4F,0.03666345,0.225869372,0.73746717,Fusion
5KDM,0.999648511,0.000259513,9.19E-05,OG
5LNY,1.13E-06,3.37E-06,0.99999547,Fusion
5LNZ,0.000390118,6.25E-10,0.999609888,Fusion
5LO0,8.67E-07,1.98E-07,0.999998927,Fusion
5LO1,8.39E-08,6.75E-05,0.999932468,Fusion
5LO5,7.44E-05,2.30E-06,0.999923348,Fusion
5LO6,6.15E-10,1.32E-11,1,Fusion
5LQ9,7.74E-07,2.68E-05,0.999972463,Fusion
5LQB,0.021972584,0.001005211,0.977022231,Fusion
5LR1,1.05E-08,3.66E-07,0.999999642,Fusion
5LR7,0.000287944,8.28E-05,0.999629319,Fusion
5LRL,2.93E-12,2.19E-09,1,Fusion
5LRZ,1.24E-09,4.48E-11,1,Fusion
5LS1,0.00213342,0.000173314,0.997693241,Fusion
5LT0,2.70E-07,2.23E-05,0.99997741,Fusion
5LT1,0.79523629,0.078962922,0.125800774,OG
5LT2,0.001238154,0.004253637,0.994508207,Fusion
5LT3,9.10E-05,0.00365682,0.996252179,Fusion
5LT4,9.11E-06,3.03E-06,0.999987841,Fusion
5M4E,2.14E-09,1.13E-08,1,Fusion
5M4H,3.32E-10,4.80E-07,0.999999523,Fusion
5M5E,0.000244319,0.000479492,0.999276161,Fusion
5N7E,0.42826587,0.567599416,0.004134701,TSG
5OC7,0.018886235,5.59E-06,0.981108189,Fusion
