Protein,OG,TSG,Fusion,Label
1O4L,0.999999821,2.04E-07,5.41E-10,OG
1O4M,0.999999583,4.04E-07,4.09E-10,OG
1O4N,0.999998152,1.66E-07,1.71E-06,OG
1O4O,0.999998033,1.94E-06,6.96E-09,OG
1O4P,0.999999821,9.00E-08,6.62E-08,OG
1O4Q,0.999999702,1.75E-07,1.14E-07,OG
1O4R,0.999994397,5.61E-06,5.40E-10,OG
1O6K,0.999999702,2.67E-07,2.59E-08,OG
1O6L,0.999997556,2.42E-06,6.24E-09,OG
1P2S,0.99999547,4.51E-06,1.20E-08,OG
1P2T,0.999994934,4.94E-06,1.54E-07,OG
1P2U,0.998520851,0.00146915,9.98E-06,OG
1P2V,0.999956369,4.33E-05,3.61E-07,OG
1P9M,0.977534115,0.022174081,0.000291813,OG
1PKG,0.995124698,0.002136279,0.002739002,OG
1PLJ,0.999997556,2.42E-06,4.15E-09,OG
1PLK,0.99999088,5.14E-06,4.00E-06,OG
1PLL,0.999943614,5.54E-05,1.01E-06,OG
1PME,0.999990046,9.05E-06,9.16E-07,OG
1PVH,0.995496988,0.003110557,0.001392441,OG
1Q21,0.999998808,1.13E-06,4.81E-08,OG
1QRA,0.999997497,2.48E-06,1.16E-08,OG
1R0P,1,5.14E-11,2.36E-08,OG
1R1W,1,2.46E-12,6.03E-13,OG
1RJB,0.999903202,9.64E-05,4.15E-07,OG
1RV1,0.999718845,0.000279528,1.65E-06,OG
1RVD,0.99999994,6.69E-08,5.24E-09,OG
1RYF,0.999973476,2.01E-05,6.44E-06,OG
1RYH,1,1.87E-09,2.57E-09,OG
1S9I,0.999946237,5.35E-05,2.03E-07,OG
1S9J,0.999999106,8.96E-07,1.27E-11,OG
1SHD,0.001621604,0.998213768,0.000164603,TSG
1SHY,0.030433957,0.969565809,2.46E-07,TSG
1T09,0.99988687,0.00011314,4.59E-09,OG
1T0L,0.744546711,0.132606074,0.122847237,OG
1T4E,1,1.69E-08,5.65E-10,OG
1T4F,0.999999881,1.64E-09,8.95E-08,OG
1T5Z,1,3.35E-09,8.72E-12,OG
1T63,0.999999404,5.99E-07,2.54E-09,OG
1T65,1,1.10E-09,1.28E-11,OG
1TVO,0.999986231,1.36E-05,1.60E-07,OG
1UNP,0.999999642,3.31E-07,1.39E-12,OG
1UNQ,0.99968189,0.000288228,2.99E-05,OG
1UNR,0.999998152,1.82E-06,3.72E-08,OG
1VR2,0.99999994,6.74E-08,4.33E-12,OG
1W98,1,1.62E-09,1.01E-12,OG
1W9C,0.999999642,2.57E-07,7.82E-08,OG
1WQ1,0.999339819,0.000657853,2.32E-06,OG
1WZY,0.999998689,1.25E-06,7.49E-08,OG
1XCM,0.999995351,5.71E-07,4.10E-06,OG
1XD2,0.988582969,0.008942702,0.002474307,OG
1XJ0,0.999971032,9.87E-07,2.80E-05,OG
1XJ7,0.963801205,5.86E-08,0.036198728,OG
1XKK,1,2.22E-10,5.07E-13,OG
1XQ3,1,9.03E-11,2.83E-08,OG
1Y57,0.999871492,0.000127588,9.38E-07,OG
1Y6A,1,1.09E-08,2.36E-10,OG
1Y6B,0.999999702,4.28E-09,3.08E-07,OG
1YCR,0.999989212,3.16E-06,7.63E-06,OG
1YI6,0.352015018,0.647794843,0.000190128,TSG
1YOJ,0.999999881,1.24E-07,1.95E-09,OG
1YOL,0.918503761,0.081412233,8.40E-05,OG
1YOM,0.999999762,2.02E-07,3.71E-08,OG
1YVJ,0.99999994,3.27E-08,1.29E-10,OG
1YWN,1,2.29E-11,5.23E-12,OG
1YY9,0.99999994,6.28E-08,1.54E-09,OG
1Z95,1,1.98E-12,2.17E-11,OG
1ZVQ,0.997971952,1.95E-05,0.002008554,OG
1ZW6,1,1.50E-11,1.58E-13,OG
221P,0.999995291,4.60E-06,8.31E-08,OG
2A9U,0.98812902,0.011870945,7.59E-09,OG
2AM9,1,2.36E-10,6.92E-10,OG
2AMA,0.999999046,4.98E-09,9.78E-07,OG
2AMB,0.99999994,4.13E-08,2.11E-08,OG
2AO6,1,2.76E-10,2.75E-11,OG
2AX6,0.99999994,3.88E-08,4.21E-09,OG
2AX7,0.999999404,1.75E-09,6.21E-07,OG
2AX8,0.999953866,1.11E-09,4.61E-05,OG
2AX9,1,2.96E-09,7.40E-10,OG
2AXA,1,7.39E-12,1.26E-08,OG
2AXI,0.999998212,5.44E-07,1.27E-06,OG
2BDF,0.99999994,2.73E-08,2.73E-09,OG
2BDJ,0.99999994,3.53E-08,2.80E-10,OG
2C5L,0.999995649,4.14E-06,2.18E-07,OG
2CE2,0.999956727,3.48E-05,8.44E-06,OG
2CL0,1,8.89E-10,5.88E-09,OG
2CL6,0.999998927,6.28E-07,4.42E-07,OG
2CL7,0.998666644,0.001012732,0.000320639,OG
2CLC,0.999701083,0.000277542,2.14E-05,OG
2CLD,0.999985456,5.58E-06,8.94E-06,OG
2CV5,0.911359012,0.001251739,0.087389253,OG
2D9Q,0.99999994,8.21E-08,3.67E-10,OG
2E9W,0.999993622,3.40E-06,2.98E-06,OG
2EB2,0.999969482,3.04E-06,2.75E-05,OG
2EB3,0.99999994,6.49E-09,2.79E-08,OG
2EC8,0.99999994,4.05E-09,2.63E-08,OG
2EVW,0.9999879,7.68E-06,4.39E-06,OG
2FAP,0.999991894,8.09E-06,2.77E-08,OG
2FJU,0.999916673,8.14E-05,1.88E-06,OG
2G15,1,2.27E-08,5.18E-10,OG
2GFO,1,6.58E-13,1.29E-12,OG
2GS2,1,7.84E-09,6.14E-09,OG
2GS6,0.99999994,6.36E-09,3.64E-08,OG
2GS7,0.999195099,0.000804248,6.64E-07,OG
2GU8,0.999671161,0.000326235,2.61E-06,OG
2GV2,0.999822736,0.000175173,2.09E-06,OG
2GWF,0.999998748,1.27E-06,8.58E-09,OG
2H7V,3.28E-09,0.999991059,8.91E-06,TSG
2H8H,0.999999046,9.26E-07,3.30E-12,OG
2HVC,0.999691546,3.07E-05,0.000277736,OG
2ITN,1,5.16E-10,2.99E-11,OG
2ITO,1,4.54E-10,5.18E-10,OG
2ITP,1,4.78E-11,2.51E-10,OG
2ITQ,1,8.93E-12,1.36E-12,OG
2ITT,0.999999702,3.16E-07,3.14E-11,OG
2ITU,1,2.19E-11,4.38E-11,OG
2ITV,1,5.12E-12,2.39E-10,OG
2ITW,1,1.99E-10,1.49E-12,OG
2ITX,1,6.66E-09,1.63E-11,OG
2ITY,1,9.45E-14,4.67E-15,OG
2ITZ,0.999999702,5.30E-08,2.64E-07,OG
2J2C,1,8.45E-13,3.09E-10,OG
2J5E,1,1.71E-11,1.32E-12,OG
2J5F,0.999998093,2.61E-08,1.88E-06,OG
2J6M,1,1.34E-10,2.41E-11,OG
2JC9,0.999999523,1.18E-07,3.34E-07,OG
2JCM,1,4.50E-09,6.39E-12,OG
2JDO,0.999999106,3.79E-07,5.22E-07,OG
2JDR,0.999996483,3.49E-06,4.31E-08,OG
2JIT,0.997027159,0.002972831,1.15E-09,OG
2JIU,0.999990404,9.41E-06,1.78E-07,OG
2JIV,0.999999821,1.47E-07,5.61E-08,OG
2NZ8,0.999310553,0.000689311,1.27E-07,OG
2OH4,1,2.49E-08,7.74E-10,OG
2OJG,0.999628246,0.000371657,1.11E-07,OG
2OJI,0.999812484,0.000185868,1.65E-06,OG
2OJJ,0.999836862,0.000162449,6.65E-07,OG
2OZ7,1,1.05E-09,1.61E-08,OG
2P2H,0.999999523,2.23E-07,2.79E-07,OG
2P2I,0.999700785,0.000298796,4.25E-07,OG
2P2L,0.999924064,7.59E-05,9.22E-11,OG
2P55,0.999999762,2.33E-07,7.12E-09,OG
2PIO,0.999999225,1.73E-07,5.82E-07,OG
2PIP,1,4.71E-14,3.15E-10,OG
2PIQ,0.997828364,1.26E-05,0.002159011,OG
2PIR,1,3.31E-12,2.54E-08,OG
2PIT,1,2.48E-10,1.56E-10,OG
2PIU,0.99999994,8.30E-09,5.69E-08,OG
2PIV,0.99995935,3.02E-05,1.04E-05,OG
2PIW,1,7.09E-10,2.23E-08,OG
2PIX,0.999976158,3.92E-06,1.99E-05,OG
2PKL,1,7.72E-11,4.13E-10,OG
2PNU,0.999999762,1.52E-08,2.04E-07,OG
2Q21,0.999979615,1.02E-05,1.01E-05,OG
2Q7J,0.99999994,2.01E-08,2.84E-08,OG
2Q7L,1,1.29E-10,5.35E-09,OG
2QU5,0.999999881,1.38E-07,4.09E-10,OG
2QU6,0.999328077,0.000671873,6.81E-08,OG
2QUZ,0.999981999,1.24E-05,5.58E-06,OG
2RD0,0.708100438,0.291770101,0.00012947,OG
2RF9,0.99999994,3.41E-08,2.30E-09,OG
2RFD,0.999998093,5.00E-07,1.42E-06,OG
2RFE,0.999364436,0.000121337,0.000514233,OG
2RFN,0.99999994,8.20E-08,7.25E-09,OG
2RFS,0.999986291,1.37E-05,3.85E-09,OG
2RGA,1,1.86E-10,2.22E-15,OG
2RGB,1,3.47E-11,8.27E-11,OG
2RGC,0.999998987,1.02E-06,2.60E-11,OG
2RGD,1,7.43E-11,2.01E-14,OG
2RGE,1,3.09E-09,2.00E-10,OG
2RGG,1,1.96E-08,5.41E-09,OG
2RGP,1,2.76E-09,2.15E-11,OG
2RL5,0.99999994,1.89E-09,7.46E-08,OG
2SHP,0.99994415,5.52E-05,5.75E-07,OG
2SRC,0.173563376,0.82643646,1.35E-07,TSG
2UVM,0.99998492,6.74E-07,1.44E-05,OG
2UW9,0.99999541,4.54E-06,6.34E-08,OG
2UZI,0.999315619,0.000684182,1.84E-07,OG
2UZR,0.999999881,1.15E-07,2.27E-11,OG
2UZS,0.999998391,1.46E-06,1.22E-07,OG
2UZX,0.977568448,0.021855645,0.000575904,OG
2UZY,0.998871326,0.001000658,0.000128008,OG
2VH5,0.99978888,0.00021007,1.06E-06,OG
2VRW,0.999999106,2.57E-07,6.58E-07,OG
2VYR,0.999956369,4.34E-05,3.02E-07,OG
2W96,0.703996301,0.295960993,4.27E-05,OG
2W99,0.99999696,3.04E-06,8.01E-12,OG
2W9F,0.999909937,8.76E-05,2.39E-06,OG
2W9Z,0.99908483,0.000915141,1.03E-08,OG
2WD1,0.999397516,1.04E-06,0.000601445,OG
2WGJ,1,2.57E-10,1.43E-10,OG
2WKM,1,5.39E-11,1.04E-08,OG
2WKP,1,3.67E-13,1.15E-11,OG
2WKQ,0.999999821,1.40E-07,1.48E-08,OG
2WKR,0.99999994,3.31E-08,1.05E-09,OG
2WUH,0.997846961,0.002011441,0.000141585,OG
2X1V,1,1.71E-10,4.34E-12,OG
2X1W,0.967806578,0.030520519,0.001672932,OG
2X1X,0.999999464,5.47E-07,4.10E-09,OG
2X39,1,1.36E-08,6.14E-10,OG
2XCV,1,1.23E-08,1.51E-08,OG
2XCW,0.999999881,2.44E-08,8.02E-08,OG
2XCX,1,6.46E-09,9.47E-10,OG
2XH5,0.999998331,1.66E-06,3.01E-08,OG
2XIR,0.99999994,2.80E-08,2.81E-09,OG
2XJB,0.99999994,3.28E-09,8.07E-08,OG
2XJC,1,1.18E-13,1.38E-11,OG
2XJD,0.999997914,2.07E-06,8.63E-10,OG
2XJE,0.999773502,5.84E-05,0.000168097,OG
2XJF,1,1.38E-11,3.57E-09,OG
2XWT,0.999999821,1.69E-07,2.25E-10,OG
2Y9Q,0.238182515,0.165120035,0.59669745,Fusion
2YHD,0.999906123,4.80E-06,8.91E-05,OG
2YIN,0.073064782,0.392479658,0.534455538,Fusion
2YLO,0.999966443,3.35E-05,6.01E-08,OG
2YLP,1,4.90E-12,2.46E-09,OG
2YLQ,0.99999094,8.71E-06,3.61E-07,OG
2Z4J,0.999999464,3.28E-07,1.90E-07,OG
3A4P,1,2.19E-09,1.55E-12,OG
3AFA,0.184108093,0.000519177,0.815372765,Fusion
3AGL,0.997035503,3.32E-05,0.002931322,OG
3AGM,1,2.25E-10,2.32E-08,OG
3AMA,0.999997914,4.48E-07,1.64E-06,OG
3AMB,0.999830544,0.000167208,2.28E-06,OG
3AV2,0.882533252,0.005251043,0.112215698,OG
3AYW,0.510008574,0.00936567,0.480625749,OG
3AZE,0.206987351,0.002385119,0.790627539,Fusion
3AZF,0.203670755,0.001068775,0.795260489,Fusion
3AZG,0.620920897,0.008629187,0.37044993,OG
3AZH,0.541070163,0.002924919,0.456004888,OG
3AZI,0.47163564,0.011569808,0.516794562,Fusion
3AZJ,0.523640633,0.001419845,0.474939555,OG
3AZK,0.744005084,0.000497163,0.255497754,OG
3AZL,0.357894987,0.000546276,0.641558707,Fusion
3AZM,0.906224549,0.003907023,0.089868426,OG
3AZN,0.545688391,0.000351408,0.45396018,OG
3B13,0.999466062,0.000509233,2.47E-05,OG
3B2U,0.990609467,0.008624745,0.00076579,OG
3B2V,0.53724134,0.365209311,0.097549371,OG
3B5R,0.999999583,3.89E-07,5.51E-08,OG
3B65,0.999115944,1.74E-06,0.000882311,OG
3B66,1,5.92E-09,1.03E-08,OG
3B67,0.99999994,4.01E-10,4.66E-08,OG
3B68,0.999999762,1.87E-09,2.08E-07,OG
3B7O,0.999152601,0.000813002,3.44E-05,OG
3B8Q,0.999998212,1.79E-06,2.55E-08,OG
3B8R,0.999906778,9.32E-05,4.57E-08,OG
3BE2,0.999998569,1.42E-06,2.13E-09,OG
3BEL,1,3.83E-11,2.78E-12,OG
3BJI,0.980919421,0.019080207,3.60E-07,OG
3C09,0.99992913,7.08E-05,2.31E-08,OG
3C1X,1,1.33E-12,3.12E-15,OG
3C7Q,1,6.20E-10,9.84E-11,OG
3CCN,1,9.94E-09,6.47E-09,OG
3CD8,0.999999821,1.94E-07,6.28E-10,OG
3CE3,1,7.30E-11,9.55E-12,OG
3CJF,0.999999166,3.24E-10,8.41E-07,OG
3CJG,0.943718135,1.32E-07,0.056281712,OG
3CON,0.999993742,6.02E-06,2.66E-07,OG
3CP9,0.999997199,2.77E-06,1.87E-08,OG
3CPB,0.99999994,3.21E-09,6.18E-08,OG
3CPC,0.999999583,4.03E-07,3.64E-09,OG
3CQU,0.999999523,2.82E-07,1.99E-07,OG
3CQW,0.999994159,5.84E-06,3.84E-09,OG
3CTH,1,4.07E-11,1.66E-11,OG
3CTJ,1,3.72E-13,8.21E-12,OG
3D0E,0.014542201,0.985342562,0.000115237,TSG
3DAB,0.99994278,5.71E-05,7.48E-08,OG
3DDC,0.999999464,5.44E-07,1.46E-09,OG
3DI2,0.999999702,3.35E-08,2.77E-07,OG
3DI3,1,6.87E-10,7.93E-12,OG
3DKC,1,3.86E-10,1.19E-08,OG
3DKF,1,5.24E-12,1.58E-11,OG
3DKG,0.99999994,1.37E-10,6.14E-08,OG
3DTW,0.999996722,3.25E-06,1.63E-09,OG
3DV3,0.999995053,4.95E-06,2.52E-10,OG
3DY7,0.999999762,2.23E-07,1.32E-08,OG
3E87,0.999979973,2.00E-05,8.22E-08,OG
3E88,0.999980152,1.99E-05,6.38E-10,OG
3E8D,1,1.17E-09,7.14E-11,OG
3E8N,0.999977469,2.25E-05,9.18E-10,OG
3EFJ,1,5.80E-09,2.83E-09,OG
3EFK,0.999999702,2.92E-07,2.60E-09,OG
3EFL,0.999959946,3.99E-05,9.32E-08,OG
3EQB,0.999998391,1.62E-06,6.40E-12,OG
3EQC,0.999206662,0.000296974,0.000496386,OG
3EQD,0.999998689,1.83E-09,1.34E-06,OG
3EQF,0.999975383,2.26E-05,1.99E-06,OG
3EQG,0.999999225,6.77E-07,1.14E-07,OG
3EQH,1,2.29E-09,2.30E-08,OG
3EQI,0.999957561,3.10E-06,3.94E-05,OG
3EQS,0.86727345,0.0024516,0.130274937,OG
3EQY,0.978390455,0.02150611,0.000103423,OG
3EWH,1,1.80E-10,1.45E-08,OG
3F66,1,2.16E-09,4.36E-10,OG
3F82,1,1.42E-15,2.04E-10,OG
3FAP,0.999998093,4.50E-08,1.84E-06,OG
3FDO,0.993286908,0.006391777,0.000321291,OG
3FE7,0.99996227,3.51E-05,2.60E-06,OG
3FEA,0.999947965,5.10E-05,1.01E-06,OG
3G03,0.999945223,5.43E-05,5.07E-07,OG
3G04,0.999999523,3.07E-07,1.48E-07,OG
3G33,0.999999166,8.01E-07,1.09E-08,OG
3GB8,0.999624014,0.000371205,4.79E-06,OG
3GFT,0.999989152,3.38E-07,1.05E-05,OG
3GOP,1,3.37E-10,4.59E-09,OG
3GT8,0.999552846,0.000382116,6.51E-05,OG
3H9R,0.998306215,0.001686423,7.34E-06,OG
3HHM,0.007410462,0.992562711,2.68E-05,TSG
3HIZ,0.430352569,0.560783148,0.008864287,TSG
3I3S,0.999951661,1.46E-05,3.37E-05,OG
3I5N,0.999946594,5.34E-05,2.17E-09,OG
3I5Z,0.99999249,7.47E-06,1.46E-08,OG
3I60,0.99999994,5.07E-08,1.33E-10,OG
3IKA,0.99999845,1.55E-06,2.62E-08,OG
3INM,0.571404159,0.016678099,0.411917746,OG
3IUX,0.999999881,1.48E-07,2.06E-12,OG
3IWY,0.999453008,0.000176761,0.000370216,OG
3JZK,0.999999523,3.50E-07,1.20E-07,OG
3JZO,0.999992609,3.53E-06,3.87E-06,OG
3JZP,0.999540329,0.000367146,9.25E-05,OG
3JZQ,0.999562204,0.00040001,3.78E-05,OG
3JZR,0.99999851,8.09E-07,6.71E-07,OG
3JZS,0.999513745,0.000382813,0.000103466,OG
3K8Y,0.99999994,7.44E-08,4.45E-09,OG
3K9L,0.999847114,0.000152638,2.59E-07,OG
3K9N,0.999994755,1.23E-08,5.22E-06,OG
3KEX,0.99999994,2.28E-09,5.78E-08,OG
3KG5,0.994724333,0.004873938,0.000401735,OG
3KKM,1,2.57E-11,1.17E-08,OG
3KKN,0.999991417,8.21E-06,3.59E-07,OG
3KUD,0.999058068,0.000941907,2.57E-09,OG
3KVQ,0.992571831,0.001101344,0.006326824,OG
3L3X,0.999999285,5.41E-07,2.03E-07,OG
3L3Z,0.999969006,3.10E-05,2.26E-09,OG
3L5H,0.999999404,2.58E-07,3.45E-07,OG
3L5I,0.999875247,9.02E-06,0.000115712,OG
3L5J,0.999990046,5.70E-07,9.37E-06,OG
3L8V,1,8.54E-10,7.42E-10,OG
3L8Y,1,5.23E-09,1.15E-08,OG
3L8Z,0.99999994,4.06E-08,1.82E-09,OG
3L9L,0.999937832,1.55E-07,6.20E-05,OG
3L9M,0.99999243,4.81E-06,2.78E-06,OG
3L9N,0.023876315,1.25E-07,0.976123571,Fusion
3LBH,1,9.27E-09,4.50E-13,OG
3LBI,1,8.68E-12,3.91E-14,OG
3LBJ,0.99992013,7.99E-05,2.80E-08,OG
3LBK,0.996304035,0.003156358,0.000539613,OG
3LBL,0.999999642,1.52E-07,2.15E-07,OG
3LBN,1,1.39E-13,4.87E-15,OG
3LMG,0.999999344,6.33E-07,1.41E-11,OG
3LNJ,0.857913315,0.141784236,0.000302482,OG
3LNZ,0.999981046,1.81E-05,8.54E-07,OG
3LO5,0.999987185,1.27E-05,1.65E-07,OG
3LQ8,0.999999702,5.57E-09,2.92E-07,OG
3LXK,1,1.02E-10,1.17E-09,OG
3LXL,1,1.21E-10,2.67E-13,OG
3LZB,0.999786615,5.87E-05,0.000154671,OG
3MAP,0.999998033,1.72E-06,2.49E-07,OG
3-Mar,0.999992073,7.81E-06,1.25E-07,OG
3MAS,0.999040186,0.000958487,1.31E-06,OG
3MBL,0.999885798,0.000114228,3.39E-09,OG
3MOP,0.012460895,0.967970192,0.019568931,TSG
3MOW,0.999999464,4.93E-07,4.78E-08,OG
3MTF,0.999998689,1.31E-06,2.11E-08,OG
3MV5,0.999999642,3.42E-07,2.13E-08,OG
3MVH,1,3.82E-10,8.64E-14,OG
3MVJ,0.007715821,0.992254734,2.95E-05,TSG
3N3K,1,6.74E-09,4.25E-10,OG
3NJP,0.999983907,7.34E-06,8.74E-06,OG
3NX8,0.99976325,1.05E-06,0.000235701,OG
3O5X,0.999998748,1.24E-06,1.55E-10,OG
3O96,0.999987006,1.30E-05,1.36E-09,OG
3OCB,1,2.35E-08,1.29E-12,OG
3ODU,0.999991298,6.86E-06,1.83E-06,OG
3OE0,0.999999225,7.65E-07,6.70E-09,OG
3OE6,0.961280107,0.03832709,0.000392775,OG
3OE8,0.983889699,0.016100157,1.01E-05,OG
3OE9,0.99987942,4.68E-06,0.000115916,OG
3OIU,0.999999166,7.54E-07,1.00E-07,OG
3OIV,1,3.78E-11,2.35E-14,OG
3OIW,0.999977231,2.27E-05,3.59E-08,OG
3OOG,0.999979913,2.13E-06,1.79E-05,OG
3OOM,0.999694705,0.00026597,3.93E-05,OG
3ORN,0.999908805,9.03E-05,8.89E-07,OG
3OS3,0.999995172,4.77E-06,4.69E-08,OG
3OVV,0.999999762,2.46E-07,3.01E-10,OG
3OW4,0.999999583,4.16E-07,3.35E-09,OG
3OWP,0.999999225,1.58E-08,7.76E-07,OG
3OXT,0.986854553,0.013129147,1.63E-05,OG
3P0M,1,4.30E-10,1.23E-08,OG
3P0Y,0.019543637,0.979479015,0.000977372,TSG
3P11,0.892211437,0.04573603,0.062052563,OG
3PJC,0.999999344,6.14E-07,5.25E-08,OG
3POO,0.999989033,2.22E-06,8.74E-06,OG
3POZ,0.999996185,1.29E-06,2.55E-06,OG
3PP1,0.999981642,1.83E-05,5.21E-08,OG
3Q4U,0.999552548,8.44E-05,0.000363004,OG
3Q6U,0.99999994,4.81E-09,2.51E-08,OG
3Q6W,0.999999881,3.55E-09,1.44E-07,OG
3QKK,0.999993443,6.42E-06,1.55E-07,OG
3QKL,0.999996722,2.95E-06,3.03E-07,OG
3QKM,0.999999523,4.84E-07,4.91E-11,OG
3QS7,0.120470032,0.072766185,0.806763768,Fusion
3QS9,0.996724427,0.003239062,3.65E-05,OG
3QTI,1,1.48E-08,5.32E-10,OG
3QWQ,0.999981761,1.82E-05,1.99E-08,OG
3R7O,1,3.15E-10,1.63E-12,OG
3RHK,0.453713834,0.545797467,0.000488696,TSG
3RLJ,0.999999881,1.14E-07,1.09E-08,OG
3RLL,1,6.60E-11,3.70E-09,OG
3RRY,1,1.21E-12,3.07E-12,OG
3RRZ,1,6.83E-09,1.76E-12,OG
3RS0,1,1.49E-09,3.75E-12,OG
3RS2,1,1.17E-08,9.45E-13,OG
3RS3,1,1.95E-12,1.04E-12,OG
3RS4,1,9.31E-11,8.65E-14,OG
3RS5,1,1.44E-11,5.19E-12,OG
3RS7,1,1.54E-09,2.38E-11,OG
3RSL,1,2.14E-08,7.18E-11,OG
3RSO,0.999999821,1.94E-07,1.39E-10,OG
3RYT,0.996845663,0.003102923,5.14E-05,OG
3S35,0.927735984,0.017668521,0.054595489,OG
3S36,0.999870718,0.000129276,3.59E-08,OG
3S37,0.999998748,1.12E-06,1.59E-07,OG
3SA0,1,6.94E-09,1.61E-10,OG
3SBD,0.999999702,2.71E-07,5.63E-08,OG
3SBE,0.999996006,3.96E-06,3.33E-09,OG
3SU8,0.999957561,3.80E-05,4.43E-06,OG
3SUA,0.99945581,4.47E-06,0.000539737,OG
3TEI,0.98854655,0.011442642,1.08E-05,OG
3TGP,0.999962926,3.70E-05,4.09E-08,OG
3TH5,0.999768376,0.000213421,1.82E-05,OG
3TJ2,0.999995232,4.77E-06,1.37E-08,OG
3TKZ,0.999999642,2.93E-07,8.69E-08,OG
3TL0,0.998368442,0.001561689,6.99E-05,OG
3TPX,0.999993503,6.49E-06,3.57E-08,OG
3TU1,0.999999762,4.44E-08,1.79E-07,OG
3U15,0.999992371,7.63E-06,1.24E-08,OG
3U6H,0.999999702,2.80E-07,1.02E-11,OG
